seq,M,N,K,path,site,kernel,threadgroups,tg_per_core,gflop,ms_raw_mean,ms_raw_sd,ms
108,512,2048,8192,regular,"attn wo, sliding-window layers + layer-0 dense down",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,256,12.8,17.1799,2.4454416008666158,0.0016024841345318771,2.4020933627713186
109,512,256,2048,splitk,MoE router logits GEMM (38 MoE layers),steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,256,12.8,0.5369,0.10225839796476066,0.0008425286310454333,0.1004457513733846
110,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3405917959753424,0.00222000509353451,0.3345544184072124
111,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3396584012079984,0.002040351950947067,0.3336375691253944
112,512,8192,2048,regular,"attn wq, sliding-window layers + layer-0 dense gate/up",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,1024,51.2,17.1799,2.3824250034522265,0.05919039673421612,2.3401938063313312
113,512,64,2048,splitk,"attn g_proj (per-head gate), sliding-window layers",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,128,6.4,0.1342,0.03599999472498894,0.0024818452337739653,0.035361853809166115
114,512,2048,8192,regular,"attn wo, sliding-window layers + layer-0 dense down",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,256,12.8,17.1799,2.4488915922120214,0.001813475894684693,2.405482199090076
115,512,256,2048,splitk,MoE router logits GEMM (38 MoE layers),steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,256,12.8,0.5369,0.10203339625149965,0.00021112884145114752,0.1002247380718014
116,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.34158341004513204,0.0018437419637389806,0.33552845498801986
117,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3402499947696924,0.0006984389137151445,0.33421867601729477
118,512,8192,2048,regular,"attn wq, sliding-window layers + layer-0 dense gate/up",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,1024,51.2,17.1799,2.3399586032610387,0.001703564675566018,2.2984801714590475
119,512,64,2048,splitk,"attn g_proj (per-head gate), sliding-window layers",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,128,6.4,0.1342,0.03498340374790132,0.0005167271834832812,0.03436328306519496
120,512,2048,8192,regular,"attn wo, sliding-window layers + layer-0 dense down",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,256,12.8,17.1799,2.4782832071650773,0.046724213130418794,2.4343528141866897
121,512,256,2048,splitk,MoE router logits GEMM (38 MoE layers),steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,256,12.8,0.5369,0.10216679656878114,0.0001691303477496057,0.10035577371649637
122,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3402165952138603,0.0024141397575306875,0.3341858685066368
123,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3399583976715803,0.0017312076637899959,0.3339322478099189
124,512,6144,2048,regular,"attn wq, full-attention layers",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,768,38.4,12.8849,1.7660416022408754,0.0012327896935402142,1.7347365030583768
125,512,48,2048,splitk,"attn g_proj (per-head gate), full-attention layers",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_naligned_K_taligned,128,6.4,0.1007,0.035675003891810775,0.0003428739684882714,0.03504262380871869
126,512,2048,6144,regular,"attn wo, full-attention layers",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,256,12.8,12.8849,1.843358197947964,0.0006458223012263472,1.8106825740315111
127,512,256,2048,splitk,MoE router logits GEMM (38 MoE layers),steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,256,12.8,0.5369,0.10245000594295561,0.0006125284866737422,0.1006339628818962
128,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.34158318885602057,0.0006440457158562441,0.33552823771973733
129,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3405749914236367,0.0018180388753840234,0.33453791173532854
130,512,8192,2048,regular,"attn wq, sliding-window layers + layer-0 dense gate/up",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,1024,51.2,17.1799,2.339116600342095,0.0023240808423130675,2.297653094001008
131,512,64,2048,splitk,"attn g_proj (per-head gate), sliding-window layers",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,128,6.4,0.1342,0.03500839811749756,0.00024706995537796314,0.034387834381117824
132,512,2048,8192,regular,"attn wo, sliding-window layers + layer-0 dense down",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,256,12.8,17.1799,2.445916790748015,0.002032317026925063,2.402560129370759
133,512,256,2048,splitk,MoE router logits GEMM (38 MoE layers),steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,256,12.8,0.5369,0.10254180524498224,0.0005280024014531951,0.10072413493672142
134,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3409584052860737,0.0015383308724863994,0.33491452915028874
135,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3411751997191459,0.0013701336438040588,0.3351274806550738
136,512,8192,2048,regular,"attn wq, sliding-window layers + layer-0 dense gate/up",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,1024,51.2,17.1799,2.3356165969744325,0.0012593563326117752,2.2942151321800592
137,512,64,2048,splitk,"attn g_proj (per-head gate), sliding-window layers",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,128,6.4,0.1342,0.03469180082902312,0.000335400506497006,0.03407684914023277
138,512,2048,8192,regular,"attn wo, sliding-window layers + layer-0 dense down",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,256,12.8,17.1799,2.441924996674061,0.0020367421110719184,2.3986390943940097
139,512,256,2048,splitk,MoE router logits GEMM (38 MoE layers),steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,256,12.8,0.5369,0.10176679352298379,0.0003688274721172764,0.09996286118034844
140,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3384915995411575,0.0014216763846512485,0.332491450347258
141,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3395665960852057,0.0006011493349929758,0.3335473913529828
142,512,8192,2048,regular,"attn wq, sliding-window layers + layer-0 dense gate/up",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,1024,51.2,17.1799,2.337516797706485,0.0009001820167481168,2.296081649689526
143,512,64,2048,splitk,"attn g_proj (per-head gate), sliding-window layers",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,128,6.4,0.1342,0.034450198290869594,0.00046429580373418184,0.03383952928228906
144,512,2048,8192,regular,"attn wo, sliding-window layers + layer-0 dense down",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,256,12.8,17.1799,2.4415998021140695,0.0031822300863946907,2.3983196642780387
145,512,256,2048,splitk,MoE router logits GEMM (38 MoE layers),steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,256,12.8,0.5369,0.10251660132780671,0.0008516150665342833,0.10069937778768881
146,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.34004999324679375,0.002207226738923188,0.3340222197492208
147,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3399750043172389,0.002056613160106792,0.3339485600838658
148,512,6144,2048,regular,"attn wq, full-attention layers",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,768,38.4,12.8849,1.767658197786659,0.002574173674863098,1.7363244426065698
149,512,48,2048,splitk,"attn g_proj (per-head gate), full-attention layers",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_naligned_K_taligned,128,6.4,0.1007,0.03535820287652314,0.0003685717555432754,0.034731438452310276
150,512,2048,6144,regular,"attn wo, full-attention layers",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,256,12.8,12.8849,1.8436083977576345,0.0021417900782463653,1.8109283387645407
151,512,256,2048,splitk,MoE router logits GEMM (38 MoE layers),steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,256,12.8,0.5369,0.1019165909383446,0.00040276411717395506,0.10011000326588056
152,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3411832032725215,0.0018561935838520324,0.33513534233634856
153,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3397250024136156,0.002197453768004047,0.3337029897487734
154,512,8192,2048,regular,"attn wq, sliding-window layers + layer-0 dense gate/up",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,1024,51.2,17.1799,2.336383395595476,0.0008696098285132507,2.2949683384220476
155,512,64,2048,splitk,"attn g_proj (per-head gate), sliding-window layers",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,128,6.4,0.1342,0.03510000533424318,0.0006239106727545708,0.034477817755592444
156,512,2048,8192,regular,"attn wo, sliding-window layers + layer-0 dense down",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,256,12.8,17.1799,2.444866596488282,0.002516141861597271,2.4015285510006064
157,512,256,2048,splitk,MoE router logits GEMM (38 MoE layers),steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,256,12.8,0.5369,0.10285840835422277,0.0011238936577013631,0.10103512589519285
158,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.33998338622041047,0.0012806331792960162,0.3339567934082554
159,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.34115000162273645,0.0009634265368090976,0.33510272922362755
160,512,8192,2048,regular,"attn wq, sliding-window layers + layer-0 dense gate/up",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,1024,51.2,17.1799,2.3360582010354847,0.0011046531107070288,2.294648908306077
161,512,64,2048,splitk,"attn g_proj (per-head gate), sliding-window layers",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,128,6.4,0.1342,0.03465838963165879,0.0002753565935715647,0.03404403019440202
162,512,2048,8192,regular,"attn wo, sliding-window layers + layer-0 dense down",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,256,12.8,17.1799,2.44202499743551,0.0013167062310261107,2.3987373225280466
163,512,256,2048,splitk,MoE router logits GEMM (38 MoE layers),steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,256,12.8,0.5369,0.10291659855283797,0.0004382187645475985,0.10109228460625035
164,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.33993320539593697,0.0015439346055247975,0.33390750209605913
165,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3394250001292676,0.0020317375804305296,0.33340830534666244
166,512,8192,2048,regular,"attn wq, sliding-window layers + layer-0 dense gate/up",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,1024,51.2,17.1799,2.3370082024484873,0.0012978365950193048,2.2955820698618417
167,512,64,2048,splitk,"attn g_proj (per-head gate), sliding-window layers",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,128,6.4,0.1342,0.03495819983072579,0.00024996679580624096,0.03433852591616236
168,512,2048,8192,regular,"attn wo, sliding-window layers + layer-0 dense down",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,256,12.8,17.1799,2.4438916065264493,0.0021222446544243026,2.4005708438465048
169,512,256,2048,splitk,MoE router logits GEMM (38 MoE layers),steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,256,12.8,0.5369,0.102283398155123,0.0007690170113951634,0.10047030840689385
170,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3395084000658244,0.0015508619548771493,0.33349022692433894
171,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.34106660750694573,0.0019812975795389593,0.33502081336353745
172,512,6144,2048,regular,"attn wq, full-attention layers",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,768,38.4,12.8849,1.7644166015088558,0.0007710183434223399,1.7331403073154488
173,512,48,2048,splitk,"attn g_proj (per-head gate), full-attention layers",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_naligned_K_taligned,128,6.4,0.1007,0.03565819934010506,0.000429312196563655,0.03502611713683483
174,512,2048,6144,regular,"attn wo, full-attention layers",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,256,12.8,12.8849,1.843558403197676,0.0005049037982753137,1.8108792304151085
175,512,256,2048,splitk,MoE router logits GEMM (38 MoE layers),steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,256,12.8,0.5369,0.1019917952362448,0.0004917011939031611,0.10018387448193165
176,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3393834049347788,0.0014913444400851638,0.3333674474743791
177,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3406499919947237,0.002591330660625216,0.3346115828358563
178,512,8192,2048,regular,"attn wq, sliding-window layers + layer-0 dense gate/up",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,1024,51.2,17.1799,2.3815000022295862,0.05530072661576794,2.3392852018090755
179,512,64,2048,splitk,"attn g_proj (per-head gate), sliding-window layers",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,128,6.4,0.1342,0.03564999788068235,0.0011346832353278688,0.03501806105762307
180,512,2048,8192,regular,"attn wo, sliding-window layers + layer-0 dense down",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,256,12.8,17.1799,2.4467831884976476,0.0013945618096086656,2.4034111692333235
181,512,256,2048,splitk,MoE router logits GEMM (38 MoE layers),steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,256,12.8,0.5369,0.10247499449178576,0.0002863728546707765,0.10065850848023268
182,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.34180000075139105,0.0008496336816229811,0.33574120637728155
183,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3404082031920552,0.0017274606278115784,0.33437408001514834
184,512,8192,2048,regular,"attn wq, sliding-window layers + layer-0 dense gate/up",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,1024,51.2,17.1799,2.3373500036541373,0.0009026052186005958,2.2959178122517594
185,512,64,2048,splitk,"attn g_proj (per-head gate), sliding-window layers",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,128,6.4,0.1342,0.03394160303287208,0.001455502014864676,0.03333994945460483
186,512,2048,8192,regular,"attn wo, sliding-window layers + layer-0 dense down",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,256,12.8,17.1799,2.461891807615757,0.03979278011697524,2.4182519708666113
187,512,256,2048,splitk,MoE router logits GEMM (38 MoE layers),steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,256,12.8,0.5369,0.10226659360341728,0.0006411061690260331,0.10045380173500999
188,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.34064999781548977,0.0019937222409148283,0.3346115885534427
189,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3394333994947374,0.001245292777652125,0.3334165558238112
190,512,8192,2048,regular,"attn wq, sliding-window layers + layer-0 dense gate/up",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,1024,51.2,17.1799,2.337274997262284,0.000917956918562406,2.2958441354336454
191,512,64,2048,splitk,"attn g_proj (per-head gate), sliding-window layers",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,128,6.4,0.1342,0.03496679710224271,0.0004780809885664605,0.03434697079124808
192,512,2048,8192,regular,"attn wo, sliding-window layers + layer-0 dense down",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,256,12.8,17.1799,2.4472081975545734,0.003026265731074134,2.4038286445205674
193,512,256,2048,splitk,MoE router logits GEMM (38 MoE layers),steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,256,12.8,0.5369,0.10274160304106772,0.0005029093685157121,0.10092039108927202
194,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.33889999613165855,0.002073651942637066,0.3328926076429683
195,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3402334055863321,0.001637433462130898,0.334202380896107
196,512,6144,2048,regular,"attn wq, full-attention layers",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,768,38.4,12.8849,1.7649583925958723,0.001282670909242849,1.7336724945382676
197,512,48,2048,splitk,"attn g_proj (per-head gate), full-attention layers",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_naligned_K_taligned,128,6.4,0.1007,0.03625000244937837,0.0016105116154545446,0.03560742986184494
198,512,2048,6144,regular,"attn wo, full-attention layers",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,256,12.8,12.8849,1.845950004644692,0.001025915662172865,1.8132284380020882
199,512,256,2048,splitk,MoE router logits GEMM (38 MoE layers),steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,256,12.8,0.5369,0.1027833903208375,0.0009874355252467966,0.10096143764190597
200,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3416082006879151,0.0009287615031082784,0.3355528061884194
201,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3403249953407794,0.0015438818163520589,0.33429234711782246
202,512,8192,2048,regular,"attn wq, sliding-window layers + layer-0 dense gate/up",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,1024,51.2,17.1799,2.339825202943757,0.000841251295868229,2.2983491358143526
203,512,64,2048,splitk,"attn g_proj (per-head gate), sliding-window layers",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,128,6.4,0.1342,0.035166600719094276,0.0002321911048536393,0.03454323266138506
204,512,2048,8192,regular,"attn wo, sliding-window layers + layer-0 dense down",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,256,12.8,17.1799,2.4440002045594156,0.0018069731896717843,2.4006775168556276
205,512,256,2048,splitk,MoE router logits GEMM (38 MoE layers),steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,256,12.8,0.5369,0.10225019650533795,0.0004815151652763129,0.10043769529417285
206,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3405916038900614,0.001787198308712302,0.33455422972686183
207,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3397250024136156,0.0019395976123728017,0.3337029897487734
208,512,8192,2048,regular,"attn wq, sliding-window layers + layer-0 dense gate/up",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,1024,51.2,17.1799,2.339299995219335,0.0010500986076953395,2.297833237995135
209,512,64,2048,splitk,"attn g_proj (per-head gate), sliding-window layers",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,128,6.4,0.1342,0.03485819906927645,0.00021338911779587708,0.03424029778212538
210,512,2048,8192,regular,"attn wo, sliding-window layers + layer-0 dense down",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,256,12.8,17.1799,2.4450665980111808,0.0014261689563636925,2.40172500726868
211,512,256,2048,splitk,MoE router logits GEMM (38 MoE layers),steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,256,12.8,0.5369,0.10250000050291419,0.0002947491556731113,0.10068307123132832
212,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.340233399765566,0.0015458354818489609,0.33420237517852064
213,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.33941659494303167,0.0024344630172064537,0.33340004915192734
214,512,8192,2048,regular,"attn wq, sliding-window layers + layer-0 dense gate/up",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,1024,51.2,17.1799,2.3525583965238184,0.03586174816540953,2.310856619033215
215,512,64,2048,splitk,"attn g_proj (per-head gate), sliding-window layers",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,128,6.4,0.1342,0.03490820527076721,0.00042954121547233824,0.034289417566730256
216,512,2048,8192,regular,"attn wo, sliding-window layers + layer-0 dense down",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,256,12.8,17.1799,2.440208406187594,0.0014893098844191714,2.396952932429366
217,512,256,2048,splitk,MoE router logits GEMM (38 MoE layers),steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,256,12.8,0.5369,0.10284159216098487,0.000654468901689175,0.10101860778813623
