# host
device                       Apple M4 Pro
architecture                 applegpu_g16s
maxThreadgroupMemoryLength   32768
recommendedWorkingSetSize    40200896512
k_alu maxThreadsPerTG        1024
k_gemm maxThreadsPerTG       1024
counterSampling.stage        true
counterSampling.dispatch     false
counterSampling.blit         false
rounds=9 targetMs=20.0

# arms
pair,size,arm,wall_ms,busy_sum_ms,busy_union_ms,cbs,cbunion_overlap,cb_layout_ms
alu/alu,tg=2 iters=1558762,b_only,19.946,40.027,20.116,0.4997,0.4916,0.5025,1.0000,19.759,19.759,0.000000
alu/alu,tg=2 iters=1558762,concurrent_1cb,19.943,40.027,20.116,0.5018,0.4751,0.5102,1.0087,19.759,19.759,0.000000
alu/alu,tg=2 iters=1558762,barrier_1cb,39.699,40.027,20.116,0.0082,0.0036,0.0254,0.0164,39.519,39.519,0.000000
alu/alu,tg=2 iters=1558762,raw_1cb,39.676,40.027,20.116,0.0088,0.0044,0.0257,0.0176,39.520,39.520,0.000000
alu/alu,tg=2 iters=1558762,serialenc_1cb,39.802,40.027,20.116,0.0041,0.0003,0.0155,0.0082,39.638,39.638,0.000000
alu/alu,tg=2 iters=1558762,two_cb,19.929,40.027,20.116,0.5021,0.4999,0.5107,1.0094,39.517,19.765,0.499847
alu/alu,tg=2 iters=1558762,two_queue,19.951,40.027,20.116,0.4999,0.4936,0.5104,1.0006,39.517,19.764,0.499862
alu/alu,tg=2 iters=1558762,two_cb_serial,39.891,40.027,20.116,0.0016,-0.0109,0.0166,0.0031,39.517,39.517,0.000000
alu/alu,tg=5 iters=1558694,a_only,19.934,39.858,19.942,0.4998,0.4995,0.5001,1.0000,19.758,19.758,0.000000
alu/alu,tg=5 iters=1558694,b_only,19.919,39.858,19.942,0.5002,0.4999,0.5005,1.0008,19.758,19.758,0.000000
alu/alu,tg=5 iters=1558694,concurrent_1cb,19.952,39.858,19.942,0.4993,0.4707,0.5002,0.9990,19.760,19.760,0.000000
alu/alu,tg=5 iters=1558694,barrier_1cb,40.186,39.858,19.942,-0.0082,-0.0143,0.0051,-0.0164,40.018,40.018,0.000000
alu/alu,tg=5 iters=1558694,raw_1cb,39.670,39.858,19.942,0.0041,-0.0188,0.0052,0.0082,39.519,39.519,0.000000
alu/alu,tg=5 iters=1558694,serialenc_1cb,39.932,39.858,19.942,-0.0030,-0.0224,0.0041,-0.0060,39.763,39.763,0.000000
alu/alu,tg=5 iters=1558694,two_cb,20.498,39.858,19.942,0.4856,0.4740,0.4996,0.9786,40.274,20.306,0.495809
alu/alu,tg=5 iters=1558694,two_queue,19.945,39.858,19.942,0.4997,0.4715,0.5000,0.9999,39.516,19.775,0.499578
alu/alu,tg=5 iters=1558694,two_cb_serial,39.888,39.858,19.942,-0.0013,-0.0500,-0.0003,-0.0026,39.519,39.519,0.000000
alu/alu,tg=10 iters=1563748,a_only,19.996,40.766,20.779,0.4999,0.4880,0.5006,1.0000,19.825,19.825,0.000000
alu/alu,tg=10 iters=1563748,b_only,20.005,40.766,20.779,0.5001,0.4994,0.5120,1.0005,19.824,19.824,0.000000
alu/alu,tg=10 iters=1563748,concurrent_1cb,20.670,40.766,20.779,0.4940,0.4850,0.5018,0.9917,20.482,20.482,0.000000
alu/alu,tg=10 iters=1563748,barrier_1cb,40.775,40.766,20.779,0.0036,-0.0304,0.0302,0.0071,40.600,40.600,0.000000
alu/alu,tg=10 iters=1563748,raw_1cb,39.872,40.766,20.779,0.0103,-0.0124,0.0360,0.0210,39.693,39.693,0.000000
alu/alu,tg=10 iters=1563748,serialenc_1cb,40.274,40.766,20.779,0.0168,-0.0268,0.0360,0.0342,40.111,40.111,0.000000
alu/alu,tg=10 iters=1563748,two_cb,20.406,40.766,20.779,0.4995,0.4830,0.5125,0.9997,40.068,20.246,0.494712
alu/alu,tg=10 iters=1563748,two_queue,20.020,40.766,20.779,0.4993,0.4859,0.5177,0.9997,39.644,19.828,0.499849
alu/alu,tg=10 iters=1563748,two_cb_serial,40.586,40.766,20.779,0.0040,-0.0198,0.0341,0.0082,40.255,40.255,0.000000
alu/alu,tg=20 iters=1543463,a_only,20.060,40.517,20.727,0.5002,0.4878,0.5082,1.0006,19.908,19.908,0.000000
alu/alu,tg=20 iters=1543463,b_only,19.765,40.517,20.727,0.4998,0.4918,0.5122,1.0000,19.568,19.568,0.000000
alu/alu,tg=20 iters=1543463,concurrent_1cb,40.149,40.517,20.727,0.0063,-0.0129,0.0336,0.0131,39.997,39.997,0.000000
alu/alu,tg=20 iters=1543463,barrier_1cb,40.548,40.517,20.727,-0.0090,-0.0268,0.0273,-0.0180,40.391,40.391,0.000000
alu/alu,tg=20 iters=1543463,raw_1cb,40.864,40.517,20.727,-0.0055,-0.0415,0.0367,-0.0114,40.667,40.667,0.000000
alu/alu,tg=20 iters=1543463,serialenc_1cb,40.404,40.517,20.727,0.0000,-0.0174,0.0343,0.0001,40.215,40.215,0.000000
alu/alu,tg=20 iters=1543463,two_cb,40.035,40.517,20.727,0.0092,-0.0049,0.0223,0.0185,60.847,39.862,0.344884
alu/alu,tg=20 iters=1543463,two_queue,38.299,40.517,20.727,0.0570,0.0037,0.1630,0.1140,60.907,38.113,0.374241
alu/alu,tg=20 iters=1543463,two_cb_serial,40.522,40.517,20.727,-0.0007,-0.0300,0.0093,-0.0013,40.172,40.172,0.000000
alu/alu,tg=40 iters=790993,a_only,20.211,40.335,20.309,0.4989,0.4906,0.5024,1.0000,20.039,20.039,0.000000
alu/alu,tg=40 iters=790993,b_only,20.127,40.335,20.309,0.5011,0.4976,0.5094,1.0043,19.963,19.963,0.000000
alu/alu,tg=40 iters=790993,concurrent_1cb,31.227,40.335,20.309,0.2274,0.2217,0.2339,0.4557,31.036,31.036,0.000000
alu/alu,tg=40 iters=790993,barrier_1cb,40.087,40.335,20.309,0.0092,-0.0003,0.0262,0.0188,39.920,39.920,0.000000
alu/alu,tg=40 iters=790993,raw_1cb,39.989,40.335,20.309,0.0084,-0.0106,0.0195,0.0167,39.801,39.801,0.000000
alu/alu,tg=40 iters=790993,serialenc_1cb,40.054,40.335,20.309,0.0045,-0.0047,0.0443,0.0092,39.903,39.903,0.000000
alu/alu,tg=40 iters=790993,two_cb,31.218,40.335,20.309,0.2274,0.2160,0.2458,0.4606,51.696,31.035,0.399666
alu/alu,tg=40 iters=790993,two_queue,31.277,40.335,20.309,0.2254,0.2180,0.2351,0.4532,52.361,31.087,0.406301
alu/alu,tg=40 iters=790993,two_cb_serial,40.519,40.335,20.309,-0.0036,-0.0127,0.0049,-0.0073,40.205,40.205,0.000000
alu/alu,tg=240 iters=200393,a_only,20.193,40.250,20.324,0.5016,0.4944,0.5055,1.0065,19.970,19.970,0.000000
alu/alu,tg=240 iters=200393,b_only,20.286,40.250,20.324,0.4984,0.4945,0.5056,1.0000,20.131,20.131,0.000000
alu/alu,tg=240 iters=200393,concurrent_1cb,39.157,40.250,20.324,0.0276,0.0206,0.0376,0.0555,39.024,39.024,0.000000
alu/alu,tg=240 iters=200393,barrier_1cb,40.013,40.250,20.324,0.0101,-0.0039,0.0143,0.0204,39.816,39.816,0.000000
alu/alu,tg=240 iters=200393,raw_1cb,40.238,40.250,20.324,-0.0011,-0.0063,0.0110,-0.0023,40.061,40.061,0.000000
alu/alu,tg=240 iters=200393,serialenc_1cb,40.249,40.250,20.324,0.0049,-0.0074,0.0154,0.0099,40.082,40.082,0.000000
alu/alu,tg=240 iters=200393,two_cb,40.114,40.250,20.324,0.0024,-0.0038,0.0433,0.0049,59.953,39.926,0.334051
alu/alu,tg=240 iters=200393,two_queue,40.012,40.250,20.324,0.0095,-0.0030,0.0359,0.0192,65.213,39.842,0.389052
alu/alu,tg=240 iters=200393,two_cb_serial,40.256,40.250,20.324,0.0001,-0.0078,0.0088,0.0002,39.907,39.907,0.000000
alu/alu,tg=1000 iters=51113,a_only,20.044,40.069,20.064,0.5001,0.4981,0.5009,1.0004,19.901,19.901,0.000000
alu/alu,tg=1000 iters=51113,b_only,20.003,40.069,20.064,0.4999,0.4991,0.5019,1.0000,19.840,19.840,0.000000
alu/alu,tg=1000 iters=51113,concurrent_1cb,39.428,40.069,20.064,0.0166,0.0076,0.0215,0.0332,39.258,39.258,0.000000
alu/alu,tg=1000 iters=51113,barrier_1cb,40.066,40.069,20.064,0.0007,-0.0078,0.0074,0.0014,39.886,39.886,0.000000
alu/alu,tg=1000 iters=51113,raw_1cb,39.959,40.069,20.064,0.0010,-0.0050,0.0079,0.0020,39.803,39.803,0.000000
alu/alu,tg=1000 iters=51113,serialenc_1cb,40.125,40.069,20.064,0.0017,-0.0039,0.0070,0.0034,39.891,39.891,0.000000
alu/alu,tg=1000 iters=51113,two_cb,39.598,40.069,20.064,0.0106,0.0037,0.0152,0.0212,62.988,39.405,0.374407
alu/alu,tg=1000 iters=51113,two_queue,39.468,40.069,20.064,0.0147,-0.0008,0.0215,0.0294,63.170,39.279,0.378203
alu/alu,tg=1000 iters=51113,two_cb_serial,40.155,40.069,20.064,0.0006,-0.0106,0.0034,0.0013,39.773,39.773,0.000000
mem/mem,tg=2 iters=2,a_only,19.735,39.474,19.850,0.5003,0.4994,0.5019,1.0014,19.601,19.601,0.000000
mem/mem,tg=2 iters=2,b_only,19.670,39.474,19.850,0.4997,0.4981,0.5006,1.0000,19.483,19.483,0.000000
mem/mem,tg=2 iters=2,concurrent_1cb,19.641,39.474,19.850,0.5049,0.4981,0.5082,1.0100,19.461,19.461,0.000000
mem/mem,tg=2 iters=2,barrier_1cb,39.365,39.474,19.850,0.0031,-0.0013,0.0094,0.0062,39.179,39.179,0.000000
mem/mem,tg=2 iters=2,raw_1cb,39.135,39.474,19.850,0.0062,0.0014,0.0172,0.0124,38.944,38.944,0.000000
mem/mem,tg=2 iters=2,serialenc_1cb,39.052,39.474,19.850,0.0075,0.0039,0.0125,0.0150,38.872,38.872,0.000000
mem/mem,tg=2 iters=2,two_cb,55.756,39.474,19.850,-0.4125,-0.4225,-0.3953,-0.8301,111.116,55.561,0.499973
mem/mem,tg=2 iters=2,two_queue,55.647,39.474,19.850,-0.4142,-0.4230,-0.3967,-0.8315,110.895,55.450,0.499978
mem/mem,tg=2 iters=2,two_cb_serial,39.672,39.474,19.850,-0.0031,-0.0093,0.0026,-0.0061,39.311,39.311,0.000000
mem/mem,tg=10 iters=9,a_only,18.605,37.166,18.608,0.4993,0.4991,0.5009,1.0000,18.452,18.452,0.000000
mem/mem,tg=10 iters=9,b_only,18.552,37.166,18.608,0.5007,0.4991,0.5009,1.0026,18.397,18.397,0.000000
mem/mem,tg=10 iters=9,concurrent_1cb,18.439,37.166,18.608,0.5031,0.5024,0.5052,1.0074,18.257,18.257,0.000000
mem/mem,tg=10 iters=9,barrier_1cb,37.011,37.166,18.608,0.0029,-0.0013,0.0091,0.0057,36.851,36.851,0.000000
mem/mem,tg=10 iters=9,raw_1cb,36.985,37.166,18.608,0.0055,0.0037,0.0092,0.0110,36.811,36.811,0.000000
mem/mem,tg=10 iters=9,serialenc_1cb,36.951,37.166,18.608,0.0064,0.0020,0.0075,0.0128,36.773,36.773,0.000000
mem/mem,tg=10 iters=9,two_cb,81.728,37.166,18.608,-1.1976,-1.2077,-1.1892,-2.3958,163.051,81.528,0.499982
mem/mem,tg=10 iters=9,two_queue,81.995,37.166,18.608,-1.2045,-1.2139,-1.1784,-2.4131,163.575,81.790,0.499986
mem/mem,tg=10 iters=9,two_cb_serial,37.180,37.166,18.608,0.0008,-0.0030,0.0041,0.0017,36.805,36.805,0.000000
mem/mem,tg=20 iters=16,a_only,19.650,39.313,19.924,0.4994,0.4942,0.5033,1.0000,19.460,19.460,0.000000
mem/mem,tg=20 iters=16,b_only,19.472,39.313,19.924,0.5006,0.4967,0.5058,1.0024,19.287,19.287,0.000000
mem/mem,tg=20 iters=16,concurrent_1cb,19.683,39.313,19.924,0.5006,0.4823,0.5100,1.0130,19.524,19.524,0.000000
mem/mem,tg=20 iters=16,barrier_1cb,38.919,39.313,19.924,0.0124,-0.0053,0.0279,0.0249,38.767,38.767,0.000000
mem/mem,tg=20 iters=16,raw_1cb,39.793,39.313,19.924,-0.0053,-0.0340,0.0218,-0.0107,39.632,39.632,0.000000
mem/mem,tg=20 iters=16,serialenc_1cb,39.142,39.313,19.924,0.0102,-0.0410,0.0235,0.0207,38.967,38.967,0.000000
mem/mem,tg=20 iters=16,two_cb,129.132,39.313,19.924,-2.2920,-2.3175,-2.2277,-4.6054,257.924,128.964,0.499990
mem/mem,tg=20 iters=16,two_queue,128.345,39.313,19.924,-2.2432,-2.3064,-0.9203,-4.5033,256.284,128.145,0.499990
mem/mem,tg=20 iters=16,two_cb_serial,39.003,39.313,19.924,0.0014,-0.0194,0.0239,0.0028,38.633,38.633,0.000000
mem/mem,tg=240 iters=18,a_only,19.253,38.528,19.267,0.5001,0.4994,0.5013,1.0003,19.068,19.068,0.000000
mem/mem,tg=240 iters=18,b_only,19.266,38.528,19.267,0.4999,0.4987,0.5006,1.0000,19.082,19.082,0.000000
mem/mem,tg=240 iters=18,concurrent_1cb,38.836,38.528,19.267,-0.0067,-0.0241,-0.0049,-0.0134,38.654,38.654,0.000000
mem/mem,tg=240 iters=18,barrier_1cb,38.455,38.528,19.267,0.0037,-0.0047,0.0068,0.0074,38.298,38.298,0.000000
mem/mem,tg=240 iters=18,raw_1cb,38.718,38.528,19.267,-0.0049,-0.0157,0.0038,-0.0098,38.523,38.523,0.000000
mem/mem,tg=240 iters=18,serialenc_1cb,38.352,38.528,19.267,0.0048,-0.0022,0.0059,0.0096,38.175,38.175,0.000000
mem/mem,tg=240 iters=18,two_cb,38.386,38.528,19.267,0.0044,-0.0029,0.0084,0.0089,57.714,38.159,0.338820
mem/mem,tg=240 iters=18,two_queue,38.351,38.528,19.267,0.0060,0.0019,0.0098,0.0121,59.899,38.182,0.362551
mem/mem,tg=240 iters=18,two_cb_serial,38.473,38.528,19.267,0.0011,-0.0056,0.0049,0.0022,38.107,38.107,0.000000
mem/mem,tg=512 iters=19,a_only,20.067,40.190,20.147,0.5000,0.4963,0.5012,1.0001,19.877,19.877,0.000000
mem/mem,tg=512 iters=19,b_only,20.031,40.190,20.147,0.5000,0.4988,0.5037,1.0000,19.866,19.866,0.000000
mem/mem,tg=512 iters=19,concurrent_1cb,40.287,40.190,20.147,-0.0040,-0.0139,0.0007,-0.0079,40.099,40.099,0.000000
mem/mem,tg=512 iters=19,barrier_1cb,40.136,40.190,20.147,0.0003,-0.0022,0.0086,0.0005,39.964,39.964,0.000000
mem/mem,tg=512 iters=19,raw_1cb,39.839,40.190,20.147,0.0094,-0.0039,0.0125,0.0188,39.693,39.693,0.000000
mem/mem,tg=512 iters=19,serialenc_1cb,39.816,40.190,20.147,0.0085,0.0058,0.0122,0.0170,39.630,39.630,0.000000
mem/mem,tg=512 iters=19,two_cb,40.140,40.190,20.147,0.0010,-0.0038,0.0029,0.0021,61.919,39.942,0.354925
mem/mem,tg=512 iters=19,two_queue,40.055,40.190,20.147,0.0023,-0.0064,0.0063,0.0046,67.296,39.893,0.407199
mem/mem,tg=512 iters=19,two_cb_serial,40.044,40.190,20.147,0.0017,0.0006,0.0087,0.0035,39.714,39.714,0.000000
mem/mem,tg=2048 iters=19,a_only,19.532,38.982,19.546,0.4994,0.4979,0.5015,1.0000,19.319,19.319,0.000000
mem/mem,tg=2048 iters=19,b_only,19.484,38.982,19.546,0.5006,0.4985,0.5021,1.0025,19.278,19.278,0.000000
mem/mem,tg=2048 iters=19,concurrent_1cb,39.041,38.982,19.546,-0.0001,-0.0058,0.0043,-0.0002,38.854,38.854,0.000000
mem/mem,tg=2048 iters=19,barrier_1cb,38.885,38.982,19.546,0.0042,-0.0020,0.0075,0.0085,38.692,38.692,0.000000
mem/mem,tg=2048 iters=19,raw_1cb,38.773,38.982,19.546,0.0049,-0.0035,0.0118,0.0098,38.587,38.587,0.000000
mem/mem,tg=2048 iters=19,serialenc_1cb,38.855,38.982,19.546,0.0029,-0.0031,0.0147,0.0058,38.695,38.695,0.000000
mem/mem,tg=2048 iters=19,two_cb,38.844,38.982,19.546,0.0044,-0.0015,0.0139,0.0088,61.068,38.647,0.367153
mem/mem,tg=2048 iters=19,two_queue,38.889,38.982,19.546,0.0033,-0.0089,0.0093,0.0065,61.506,38.703,0.370746
mem/mem,tg=2048 iters=19,two_cb_serial,38.952,38.982,19.546,0.0004,-0.0014,0.0085,0.0008,38.615,38.615,0.000000
mem/mem,tg=9792 iters=164,a_only,16.781,33.507,16.797,0.4988,0.4953,0.5016,1.0000,16.605,16.605,0.000000
mem/mem,tg=9792 iters=164,b_only,16.783,33.507,16.797,0.5012,0.4984,0.5047,1.0049,16.594,16.594,0.000000
mem/mem,tg=9792 iters=164,concurrent_1cb,33.455,33.507,16.797,0.0074,0.0002,0.0161,0.0149,33.071,33.071,0.000000
mem/mem,tg=9792 iters=164,barrier_1cb,33.347,33.507,16.797,0.0005,-0.0116,0.0254,0.0009,33.062,33.062,0.000000
mem/mem,tg=9792 iters=164,raw_1cb,33.340,33.507,16.797,0.0107,-0.0010,0.0209,0.0214,33.041,33.041,0.000000
mem/mem,tg=9792 iters=164,serialenc_1cb,33.367,33.507,16.797,0.0064,-0.0045,0.0122,0.0129,33.111,33.111,0.000000
mem/mem,tg=9792 iters=164,two_cb,33.280,33.507,16.797,0.0097,0.0057,0.0244,0.0194,58.086,33.072,0.430629
mem/mem,tg=9792 iters=164,two_queue,33.074,33.507,16.797,0.0159,-0.0087,0.0314,0.0318,53.979,32.893,0.390622
mem/mem,tg=9792 iters=164,two_cb_serial,33.297,33.507,16.797,0.0092,-0.0019,0.0122,0.0184,32.914,32.914,0.000000
alu/mem,tg=2 alu=1565995 mem=2,a_only,20.034,39.917,20.034,0.4969,0.4946,0.4984,1.0000,19.851,19.851,0.000000
alu/mem,tg=2 alu=1565995 mem=2,b_only,19.791,39.917,20.034,0.5031,0.5016,0.5054,1.0126,19.632,19.632,0.000000
alu/mem,tg=2 alu=1565995 mem=2,concurrent_1cb,20.043,39.917,20.034,0.4954,0.4697,0.4988,0.9999,19.851,19.851,0.000000
alu/mem,tg=2 alu=1565995 mem=2,barrier_1cb,39.643,39.917,20.034,0.0028,0.0005,0.0112,0.0057,39.460,39.460,0.000000
alu/mem,tg=2 alu=1565995 mem=2,raw_1cb,39.743,39.917,20.034,0.0053,-0.0012,0.0127,0.0107,39.571,39.571,0.000000
alu/mem,tg=2 alu=1565995 mem=2,serialenc_1cb,39.715,39.917,20.034,0.0046,0.0010,0.0092,0.0093,39.538,39.538,0.000000
alu/mem,tg=2 alu=1565995 mem=2,two_cb,20.017,39.917,20.034,0.4979,0.4859,0.4994,1.0018,39.589,19.850,0.498594
alu/mem,tg=2 alu=1565995 mem=2,two_queue,19.995,39.917,20.034,0.4981,0.4967,0.4998,1.0020,39.487,19.855,0.497187
alu/mem,tg=2 alu=1565995 mem=2,two_cb_serial,39.841,39.917,20.034,0.0021,-0.0050,0.0080,0.0043,39.518,39.518,0.000000
alu/mem,tg=10 alu=1564854 mem=9,a_only,20.038,38.694,20.038,0.4801,0.4680,0.4826,1.0000,19.839,19.839,0.000000
alu/mem,tg=10 alu=1564854 mem=9,b_only,18.580,38.694,20.038,0.5199,0.5187,0.5320,1.0831,18.417,18.417,0.000000
alu/mem,tg=10 alu=1564854 mem=9,concurrent_1cb,20.008,38.694,20.038,0.4829,0.4602,0.4959,1.0006,19.836,19.836,0.000000
alu/mem,tg=10 alu=1564854 mem=9,barrier_1cb,38.486,38.694,20.038,0.0047,0.0016,0.0270,0.0098,38.328,38.328,0.000000
alu/mem,tg=10 alu=1564854 mem=9,raw_1cb,38.859,38.694,20.038,-0.0008,-0.0087,0.0313,-0.0017,38.681,38.681,0.000000
alu/mem,tg=10 alu=1564854 mem=9,serialenc_1cb,38.622,38.694,20.038,0.0080,-0.0032,0.0259,0.0167,38.447,38.447,0.000000
alu/mem,tg=10 alu=1564854 mem=9,two_cb,20.597,38.694,20.038,0.4754,0.4664,0.4830,1.0008,38.822,20.421,0.473977
alu/mem,tg=10 alu=1564854 mem=9,two_queue,20.094,38.694,20.038,0.4809,0.4705,0.4932,0.9999,38.341,19.851,0.482260
alu/mem,tg=10 alu=1564854 mem=9,two_cb_serial,38.624,38.694,20.038,-0.0012,-0.0231,0.0274,-0.0024,38.244,38.244,0.000000
alu/mem,tg=20 alu=1538597 mem=16,a_only,20.259,39.733,20.293,0.4957,0.4880,0.5050,1.0000,20.079,20.079,0.000000
alu/mem,tg=20 alu=1538597 mem=16,b_only,20.066,39.733,20.293,0.5043,0.4950,0.5120,1.0175,19.881,19.881,0.000000
alu/mem,tg=20 alu=1538597 mem=16,concurrent_1cb,20.836,39.733,20.293,0.4781,0.4731,0.4930,0.9714,20.669,20.669,0.000000
alu/mem,tg=20 alu=1538597 mem=16,barrier_1cb,39.476,39.733,20.293,0.0022,-0.0095,0.0483,0.0045,39.285,39.285,0.000000
alu/mem,tg=20 alu=1538597 mem=16,raw_1cb,39.722,39.733,20.293,0.0021,-0.0076,0.0177,0.0042,39.528,39.528,0.000000
alu/mem,tg=20 alu=1538597 mem=16,serialenc_1cb,40.008,39.733,20.293,0.0040,-0.0201,0.0201,0.0079,39.809,39.809,0.000000
alu/mem,tg=20 alu=1538597 mem=16,two_cb,20.065,39.733,20.293,0.4995,0.4897,0.5106,1.0097,39.499,19.904,0.496091
alu/mem,tg=20 alu=1538597 mem=16,two_queue,20.495,39.733,20.293,0.4918,0.4823,0.4984,1.0014,39.681,20.337,0.487478
alu/mem,tg=20 alu=1538597 mem=16,two_cb_serial,39.643,39.733,20.293,0.0085,-0.0244,0.0268,0.0173,39.350,39.350,0.000000
alu/mem,tg=240 alu=200870 mem=18,a_only,20.194,39.551,20.194,0.4880,0.4837,0.4965,1.0000,20.025,20.025,0.000000
alu/mem,tg=240 alu=200870 mem=18,b_only,19.283,39.551,20.194,0.5120,0.5035,0.5163,1.0493,19.110,19.110,0.000000
alu/mem,tg=240 alu=200870 mem=18,concurrent_1cb,36.313,39.551,20.194,0.0817,0.0728,0.0874,0.1672,36.127,36.127,0.000000
alu/mem,tg=240 alu=200870 mem=18,barrier_1cb,39.272,39.551,20.194,0.0106,-0.0059,0.0124,0.0213,39.086,39.086,0.000000
alu/mem,tg=240 alu=200870 mem=18,raw_1cb,39.644,39.551,20.194,0.0002,-0.0106,0.0127,0.0004,39.423,39.423,0.000000
alu/mem,tg=240 alu=200870 mem=18,serialenc_1cb,39.298,39.551,20.194,0.0047,-0.0037,0.0128,0.0094,39.122,39.122,0.000000
alu/mem,tg=240 alu=200870 mem=18,two_cb,35.974,39.551,20.194,0.0899,0.0819,0.0937,0.1815,56.151,35.797,0.362484
alu/mem,tg=240 alu=200870 mem=18,two_queue,37.757,39.551,20.194,0.0455,0.0006,0.1073,0.0941,56.712,37.597,0.337049
alu/mem,tg=240 alu=200870 mem=18,two_cb_serial,39.362,39.551,20.194,0.0015,-0.0028,0.0094,0.0031,38.990,38.990,0.000000
alu/mem,tg=512 alu=97150 mem=19,a_only,20.051,40.285,20.231,0.4998,0.4985,0.5023,1.0000,19.877,19.877,0.000000
alu/mem,tg=512 alu=97150 mem=19,b_only,20.035,40.285,20.231,0.5002,0.4977,0.5015,1.0009,19.860,19.860,0.000000
alu/mem,tg=512 alu=97150 mem=19,concurrent_1cb,38.102,40.285,20.231,0.0516,0.0503,0.0620,0.1033,37.791,37.791,0.000000
alu/mem,tg=512 alu=97150 mem=19,barrier_1cb,39.908,40.285,20.231,0.0085,0.0019,0.0121,0.0170,39.715,39.715,0.000000
alu/mem,tg=512 alu=97150 mem=19,raw_1cb,39.970,40.285,20.231,0.0066,-0.0091,0.0125,0.0132,39.775,39.775,0.000000
alu/mem,tg=512 alu=97150 mem=19,serialenc_1cb,40.095,40.285,20.231,0.0047,-0.0149,0.0113,0.0094,39.792,39.792,0.000000
alu/mem,tg=512 alu=97150 mem=19,two_cb,39.513,40.285,20.231,0.0160,0.0007,0.0283,0.0321,59.466,39.339,0.338464
alu/mem,tg=512 alu=97150 mem=19,two_queue,39.904,40.285,20.231,0.0126,0.0011,0.1424,0.0254,59.607,39.730,0.333465
alu/mem,tg=512 alu=97150 mem=19,two_cb_serial,40.265,40.285,20.231,-0.0008,-0.0070,0.0054,-0.0016,39.900,39.900,0.000000
alu/mem,tg=2048 alu=25227 mem=19,a_only,20.052,39.554,20.052,0.4932,0.4922,0.4944,1.0000,19.868,19.868,0.000000
alu/mem,tg=2048 alu=25227 mem=19,b_only,19.510,39.554,20.052,0.5068,0.5056,0.5078,1.0274,19.318,19.318,0.000000
alu/mem,tg=2048 alu=25227 mem=19,concurrent_1cb,38.789,39.554,20.052,0.0218,0.0167,0.0251,0.0441,38.577,38.577,0.000000
alu/mem,tg=2048 alu=25227 mem=19,barrier_1cb,39.407,39.554,20.052,0.0037,-0.0005,0.0076,0.0076,39.223,39.223,0.000000
alu/mem,tg=2048 alu=25227 mem=19,raw_1cb,39.325,39.554,20.052,0.0061,-0.0007,0.0075,0.0125,39.173,39.173,0.000000
alu/mem,tg=2048 alu=25227 mem=19,serialenc_1cb,39.403,39.554,20.052,0.0043,-0.0003,0.0055,0.0086,39.193,39.193,0.000000
alu/mem,tg=2048 alu=25227 mem=19,two_cb,29.850,39.554,20.052,0.2480,0.0217,0.4706,0.5002,49.934,29.653,0.406163
alu/mem,tg=2048 alu=25227 mem=19,two_queue,36.399,39.554,20.052,0.0781,0.0051,0.2527,0.1579,56.287,36.202,0.356843
alu/mem,tg=2048 alu=25227 mem=19,two_cb_serial,39.540,39.554,20.052,-0.0013,-0.0047,0.0043,-0.0026,39.186,39.186,0.000000
alu/mem,tg=9792 alu=5340 mem=165,a_only,20.045,37.028,20.045,0.4571,0.4562,0.4602,1.0000,19.855,19.855,0.000000
alu/mem,tg=9792 alu=5340 mem=165,b_only,16.923,37.028,20.045,0.5429,0.5398,0.5438,1.1879,16.710,16.710,0.000000
alu/mem,tg=9792 alu=5340 mem=165,concurrent_1cb,36.698,37.028,20.045,0.0120,0.0022,0.0138,0.0259,36.453,36.453,0.000000
alu/mem,tg=9792 alu=5340 mem=165,barrier_1cb,36.705,37.028,20.045,0.0075,0.0015,0.0192,0.0164,36.433,36.433,0.000000
alu/mem,tg=9792 alu=5340 mem=165,raw_1cb,36.818,37.028,20.045,0.0028,0.0001,0.0089,0.0060,36.635,36.635,0.000000
alu/mem,tg=9792 alu=5340 mem=165,serialenc_1cb,36.796,37.028,20.045,0.0044,0.0015,0.0105,0.0097,36.491,36.491,0.000000
alu/mem,tg=9792 alu=5340 mem=165,two_cb,34.812,37.028,20.045,0.0546,0.0454,0.1487,0.1197,55.894,34.583,0.381274
alu/mem,tg=9792 alu=5340 mem=165,two_queue,32.473,37.028,20.045,0.1268,0.0528,0.1937,0.2801,55.974,32.282,0.423262
alu/mem,tg=9792 alu=5340 mem=165,two_cb_serial,36.960,37.028,20.045,-0.0020,-0.0062,0.0066,-0.0045,36.535,36.535,0.000000
gemm/gemm,small M=64 N=64 K=660128 tg=16,a_only,20.845,43.341,22.498,0.4999,0.4800,0.5204,1.0000,20.657,20.657,0.000000
gemm/gemm,small M=64 N=64 K=660128 tg=16,b_only,20.936,43.341,22.498,0.5001,0.4796,0.5200,1.0003,20.700,20.700,0.000000
gemm/gemm,small M=64 N=64 K=660128 tg=16,concurrent_1cb,20.906,43.341,22.498,0.5005,0.4785,0.5197,1.0112,20.753,20.753,0.000000
gemm/gemm,small M=64 N=64 K=660128 tg=16,barrier_1cb,41.509,43.341,22.498,0.0372,0.0050,0.0465,0.0772,41.326,41.326,0.000000
gemm/gemm,small M=64 N=64 K=660128 tg=16,raw_1cb,41.712,43.341,22.498,0.0085,-0.0040,0.0445,0.0171,41.546,41.546,0.000000
