# host
device                       Apple M4 Pro
architecture                 applegpu_g16s
maxThreadgroupMemoryLength   32768
recommendedWorkingSetSize    40200896512
k_alu maxThreadsPerTG        1024
k_gemm maxThreadsPerTG       1024
counterSampling.stage        true
counterSampling.dispatch     false
counterSampling.blit         false
rounds=9 targetMs=20.0

# arms
pair,size,arm,wall_ms,busy_sum_ms,busy_union_ms,cbs,cbunion_overlap,cb_layout_ms
alu/alu,tg=40 iters=793926,raw_1cb,40.143,40.542,20.295,0.0098,-0.0021,0.0239,0.0202,39.964,39.964,0.000000
alu/alu,tg=40 iters=793926,serialenc_1cb,40.344,40.542,20.295,0.0060,-0.0079,0.0203,0.0121,40.186,40.186,0.000000
alu/alu,tg=40 iters=793926,two_cb,31.327,40.542,20.295,0.2274,0.2174,0.2367,0.4556,51.661,31.144,0.397138
alu/alu,tg=40 iters=793926,two_queue,31.281,40.542,20.295,0.2263,0.2225,0.2406,0.4579,52.057,31.116,0.402273
alu/alu,tg=40 iters=793926,two_cb_serial,40.527,40.542,20.295,0.0068,-0.0003,0.0162,0.0137,40.186,40.186,0.000000
alu/alu,tg=240 iters=201722,a_only,20.286,40.713,20.413,0.5012,0.4956,0.5046,1.0049,20.129,20.129,0.000000
alu/alu,tg=240 iters=201722,b_only,20.298,40.713,20.413,0.4988,0.4954,0.5044,1.0000,20.110,20.110,0.000000
alu/alu,tg=240 iters=201722,concurrent_1cb,39.441,40.713,20.413,0.0278,0.0161,0.0406,0.0556,39.252,39.252,0.000000
alu/alu,tg=240 iters=201722,barrier_1cb,40.383,40.713,20.413,0.0062,-0.0050,0.0117,0.0126,40.224,40.224,0.000000
alu/alu,tg=240 iters=201722,raw_1cb,40.484,40.713,20.413,-0.0002,-0.0120,0.0130,-0.0003,40.331,40.331,0.000000
alu/alu,tg=240 iters=201722,serialenc_1cb,40.713,40.713,20.413,-0.0001,-0.0088,0.0079,-0.0001,40.513,40.513,0.000000
alu/alu,tg=240 iters=201722,two_cb,38.747,40.713,20.413,0.0480,0.0019,0.0530,0.0961,58.777,38.589,0.343472
alu/alu,tg=240 iters=201722,two_queue,40.048,40.713,20.413,0.0163,0.0062,0.0477,0.0330,60.128,39.865,0.336999
alu/alu,tg=240 iters=201722,two_cb_serial,40.507,40.713,20.413,0.0054,-0.0118,0.0112,0.0108,40.181,40.181,0.000000
alu/alu,tg=1000 iters=50703,a_only,19.852,39.776,20.013,0.5006,0.4977,0.5030,1.0026,19.648,19.648,0.000000
alu/alu,tg=1000 iters=50703,b_only,19.988,39.776,20.013,0.4994,0.4970,0.5023,1.0000,19.791,19.791,0.000000
alu/alu,tg=1000 iters=50703,concurrent_1cb,39.285,39.776,20.013,0.0147,0.0110,0.0175,0.0296,39.116,39.116,0.000000
alu/alu,tg=1000 iters=50703,barrier_1cb,39.761,39.776,20.013,0.0030,-0.0038,0.0122,0.0061,39.567,39.567,0.000000
alu/alu,tg=1000 iters=50703,raw_1cb,39.904,39.776,20.013,-0.0031,-0.0071,0.0083,-0.0062,39.715,39.715,0.000000
alu/alu,tg=1000 iters=50703,serialenc_1cb,39.723,39.776,20.013,-0.0015,-0.0029,0.0083,-0.0030,39.548,39.548,0.000000
alu/alu,tg=1000 iters=50703,two_cb,39.731,39.776,20.013,0.0068,-0.0068,0.0123,0.0136,61.039,39.543,0.352167
alu/alu,tg=1000 iters=50703,two_queue,39.694,39.776,20.013,0.0053,-0.0012,0.0136,0.0106,60.132,39.512,0.342905
alu/alu,tg=1000 iters=50703,two_cb_serial,39.921,39.776,20.013,-0.0015,-0.0060,0.0002,-0.0030,39.562,39.562,0.000000
mem/mem,tg=2 iters=2,a_only,19.752,39.432,19.752,0.4991,0.4971,0.5000,1.0000,19.597,19.597,0.000000
mem/mem,tg=2 iters=2,b_only,19.680,39.432,19.752,0.5009,0.5000,0.5029,1.0036,19.491,19.491,0.000000
mem/mem,tg=2 iters=2,concurrent_1cb,19.607,39.432,19.752,0.5033,0.5012,0.5055,1.0093,19.450,19.450,0.000000
mem/mem,tg=2 iters=2,barrier_1cb,39.215,39.432,19.752,0.0067,-0.0030,0.0128,0.0134,39.038,39.038,0.000000
mem/mem,tg=2 iters=2,raw_1cb,39.342,39.432,19.752,0.0009,-0.0050,0.0101,0.0019,39.175,39.175,0.000000
mem/mem,tg=2 iters=2,serialenc_1cb,39.303,39.432,19.752,0.0037,-0.0001,0.0097,0.0073,39.133,39.133,0.000000
mem/mem,tg=2 iters=2,two_cb,55.488,39.432,19.752,-0.4054,-0.4156,-0.3925,-0.8109,110.622,55.314,0.499975
mem/mem,tg=2 iters=2,two_queue,55.407,39.432,19.752,-0.3999,-0.4294,-0.3972,-0.8031,110.394,55.204,0.499932
mem/mem,tg=2 iters=2,two_cb_serial,39.334,39.432,19.752,0.0026,-0.0035,0.0057,0.0053,38.963,38.963,0.000000
mem/mem,tg=10 iters=9,a_only,18.543,37.153,18.616,0.5009,0.4992,0.5016,1.0036,18.356,18.356,0.000000
mem/mem,tg=10 iters=9,b_only,18.616,37.153,18.616,0.4991,0.4984,0.5008,1.0000,18.452,18.452,0.000000
mem/mem,tg=10 iters=9,concurrent_1cb,18.399,37.153,18.616,0.5048,0.4981,0.5061,1.0119,18.231,18.231,0.000000
mem/mem,tg=10 iters=9,barrier_1cb,36.972,37.153,18.616,0.0049,0.0028,0.0075,0.0098,36.815,36.815,0.000000
mem/mem,tg=10 iters=9,raw_1cb,36.895,37.153,18.616,0.0066,0.0031,0.0093,0.0133,36.708,36.708,0.000000
mem/mem,tg=10 iters=9,serialenc_1cb,36.935,37.153,18.616,0.0053,-0.0002,0.0099,0.0106,36.747,36.747,0.000000
mem/mem,tg=10 iters=9,two_cb,82.109,37.153,18.616,-1.2085,-1.2135,-1.1925,-2.4222,163.842,81.926,0.499967
mem/mem,tg=10 iters=9,two_queue,81.816,37.153,18.616,-1.2033,-1.2115,-1.1853,-2.4111,163.242,81.623,0.499986
mem/mem,tg=10 iters=9,two_cb_serial,37.172,37.153,18.616,-0.0010,-0.0071,0.0008,-0.0021,36.813,36.813,0.000000
mem/mem,tg=20 iters=16,a_only,19.440,38.984,19.757,0.5033,0.4968,0.5053,1.0134,19.281,19.281,0.000000
mem/mem,tg=20 iters=16,b_only,19.757,38.984,19.757,0.4967,0.4947,0.5032,1.0000,19.568,19.568,0.000000
mem/mem,tg=20 iters=16,concurrent_1cb,19.857,38.984,19.757,0.4953,0.4746,0.5168,1.0054,19.635,19.635,0.000000
mem/mem,tg=20 iters=16,barrier_1cb,39.397,38.984,19.757,-0.0056,-0.0196,0.0041,-0.0115,39.244,39.244,0.000000
mem/mem,tg=20 iters=16,raw_1cb,39.479,38.984,19.757,0.0000,-0.0242,0.0076,0.0001,39.286,39.286,0.000000
mem/mem,tg=20 iters=16,serialenc_1cb,39.553,38.984,19.757,-0.0098,-0.0197,0.0064,-0.0197,39.355,39.355,0.000000
mem/mem,tg=20 iters=16,two_cb,129.358,38.984,19.757,-2.2935,-2.4242,-2.2374,-4.7020,258.392,129.203,0.499971
mem/mem,tg=20 iters=16,two_queue,128.302,38.984,19.757,-2.2966,-2.3492,-0.8899,-4.6309,256.256,128.131,0.499989
mem/mem,tg=20 iters=16,two_cb_serial,39.072,38.984,19.757,0.0028,-0.0475,0.0226,0.0058,38.722,38.722,0.000000
mem/mem,tg=240 iters=18,a_only,19.252,38.493,19.269,0.4997,0.4990,0.5001,1.0000,19.079,19.079,0.000000
mem/mem,tg=240 iters=18,b_only,19.226,38.493,19.269,0.5003,0.4999,0.5010,1.0011,19.041,19.041,0.000000
mem/mem,tg=240 iters=18,concurrent_1cb,38.811,38.493,19.269,-0.0078,-0.0172,-0.0025,-0.0157,38.622,38.622,0.000000
mem/mem,tg=240 iters=18,barrier_1cb,38.314,38.493,19.269,0.0036,0.0009,0.0119,0.0071,38.161,38.161,0.000000
mem/mem,tg=240 iters=18,raw_1cb,38.402,38.493,19.269,0.0022,-0.0073,0.0038,0.0043,38.218,38.218,0.000000
mem/mem,tg=240 iters=18,serialenc_1cb,38.394,38.493,19.269,0.0003,-0.0052,0.0034,0.0005,38.230,38.230,0.000000
mem/mem,tg=240 iters=18,two_cb,38.359,38.493,19.269,0.0027,0.0002,0.0119,0.0054,57.357,38.173,0.334471
mem/mem,tg=240 iters=18,two_queue,38.634,38.493,19.269,-0.0006,-0.0277,0.0043,-0.0013,58.806,38.456,0.346051
mem/mem,tg=240 iters=18,two_cb_serial,38.459,38.493,19.269,-0.0016,-0.0068,0.0111,-0.0032,38.117,38.117,0.000000
alu/mem,tg=2 alu=1565153 mem=2,a_only,20.010,39.793,20.010,0.4963,0.4953,0.4983,1.0000,19.839,19.839,0.000000
alu/mem,tg=2 alu=1565153 mem=2,b_only,19.749,39.793,20.010,0.5037,0.5017,0.5047,1.0149,19.569,19.569,0.000000
alu/mem,tg=2 alu=1565153 mem=2,concurrent_1cb,20.029,39.793,20.010,0.4960,0.4945,0.4980,0.9998,19.840,19.840,0.000000
alu/mem,tg=2 alu=1565153 mem=2,barrier_1cb,39.752,39.793,20.010,0.0003,-0.0131,0.0041,0.0006,39.574,39.574,0.000000
alu/mem,tg=2 alu=1565153 mem=2,raw_1cb,39.612,39.793,20.010,0.0023,-0.0108,0.0091,0.0047,39.426,39.426,0.000000
alu/mem,tg=2 alu=1565153 mem=2,serialenc_1cb,39.713,39.793,20.010,-0.0004,-0.0083,0.0079,-0.0009,39.551,39.551,0.000000
alu/mem,tg=2 alu=1565153 mem=2,two_cb,20.031,39.793,20.010,0.4954,0.4765,0.4975,0.9988,39.577,19.840,0.498712
alu/mem,tg=2 alu=1565153 mem=2,two_queue,20.007,39.793,20.010,0.4965,0.4806,0.4976,0.9985,39.600,19.846,0.498843
alu/mem,tg=2 alu=1565153 mem=2,two_cb_serial,39.736,39.793,20.010,-0.0001,-0.0019,0.0028,-0.0003,39.378,39.378,0.000000
alu/mem,tg=10 alu=1535660 mem=9,a_only,19.655,38.271,19.655,0.4850,0.4843,0.4869,1.0000,19.466,19.466,0.000000
alu/mem,tg=10 alu=1535660 mem=9,b_only,18.618,38.271,19.655,0.5150,0.5131,0.5153,1.0617,18.440,18.440,0.000000
alu/mem,tg=10 alu=1535660 mem=9,concurrent_1cb,19.996,38.271,19.655,0.4796,0.4721,0.4873,0.9881,19.844,19.844,0.000000
alu/mem,tg=10 alu=1535660 mem=9,barrier_1cb,38.316,38.271,19.655,0.0035,-0.0209,0.0050,0.0072,38.165,38.165,0.000000
alu/mem,tg=10 alu=1535660 mem=9,raw_1cb,38.284,38.271,19.655,0.0012,-0.0031,0.0045,0.0025,38.115,38.115,0.000000
alu/mem,tg=10 alu=1535660 mem=9,serialenc_1cb,38.123,38.271,19.655,0.0044,-0.0052,0.0079,0.0091,37.936,37.936,0.000000
alu/mem,tg=10 alu=1535660 mem=9,two_cb,19.891,38.271,19.655,0.4788,0.4709,0.4875,0.9857,38.237,19.699,0.484829
alu/mem,tg=10 alu=1535660 mem=9,two_queue,19.660,38.271,19.655,0.4863,0.4581,0.4896,0.9989,38.001,19.480,0.487375
alu/mem,tg=10 alu=1535660 mem=9,two_cb_serial,38.198,38.271,19.655,-0.0002,-0.0081,0.0039,-0.0004,37.842,37.842,0.000000
alu/mem,tg=20 alu=1564873 mem=16,a_only,20.485,40.441,20.826,0.4927,0.4763,0.4997,1.0000,20.317,20.317,0.000000
alu/mem,tg=20 alu=1564873 mem=16,b_only,19.889,40.441,20.826,0.5073,0.5003,0.5237,1.0296,19.730,19.730,0.000000
alu/mem,tg=20 alu=1564873 mem=16,concurrent_1cb,21.181,40.441,20.826,0.4755,0.4677,0.4823,0.9845,21.025,21.025,0.000000
alu/mem,tg=20 alu=1564873 mem=16,barrier_1cb,39.815,40.441,20.826,0.0222,0.0005,0.0274,0.0445,39.623,39.623,0.000000
alu/mem,tg=20 alu=1564873 mem=16,raw_1cb,39.619,40.441,20.826,0.0260,-0.0115,0.0311,0.0545,39.455,39.455,0.000000
alu/mem,tg=20 alu=1564873 mem=16,serialenc_1cb,39.599,40.441,20.826,0.0163,0.0018,0.0347,0.0329,39.420,39.420,0.000000
alu/mem,tg=20 alu=1564873 mem=16,two_cb,20.264,40.441,20.826,0.4946,0.4878,0.5037,1.0320,39.924,20.107,0.496364
alu/mem,tg=20 alu=1564873 mem=16,two_queue,20.368,40.441,20.826,0.4924,0.4763,0.5050,1.0128,39.723,20.133,0.493161
alu/mem,tg=20 alu=1564873 mem=16,two_cb_serial,39.757,40.441,20.826,0.0096,-0.0096,0.0292,0.0195,39.381,39.381,0.000000
alu/mem,tg=240 alu=199140 mem=18,a_only,20.073,39.213,20.073,0.4899,0.4877,0.4927,1.0000,19.884,19.884,0.000000
alu/mem,tg=240 alu=199140 mem=18,b_only,19.269,39.213,20.073,0.5101,0.5073,0.5123,1.0413,19.090,19.090,0.000000
alu/mem,tg=240 alu=199140 mem=18,concurrent_1cb,36.128,39.213,20.073,0.0787,0.0723,0.0904,0.1598,35.932,35.932,0.000000
alu/mem,tg=240 alu=199140 mem=18,barrier_1cb,39.252,39.213,20.073,-0.0045,-0.0144,0.0086,-0.0091,39.065,39.065,0.000000
alu/mem,tg=240 alu=199140 mem=18,raw_1cb,39.546,39.213,20.073,-0.0082,-0.0182,0.0146,-0.0167,39.394,39.394,0.000000
alu/mem,tg=240 alu=199140 mem=18,serialenc_1cb,39.215,39.213,20.073,0.0016,-0.0056,0.0085,0.0033,39.058,39.058,0.000000
alu/mem,tg=240 alu=199140 mem=18,two_cb,36.621,39.213,20.073,0.0762,-0.0030,0.0912,0.1556,56.309,36.435,0.352948
alu/mem,tg=240 alu=199140 mem=18,two_queue,36.623,39.213,20.073,0.0762,0.0050,0.1450,0.1555,55.946,36.461,0.348280
alu/mem,tg=240 alu=199140 mem=18,two_cb_serial,39.079,39.213,20.073,0.0034,-0.0130,0.0164,0.0070,38.708,38.708,0.000000
gemm/gemm,small M=64 N=64 K=701296 tg=16,a_only,22.002,44.083,22.059,0.5006,0.4997,0.5156,1.0022,21.832,21.832,0.000000
gemm/gemm,small M=64 N=64 K=701296 tg=16,b_only,22.055,44.083,22.059,0.4994,0.4993,0.5003,1.0000,21.878,21.878,0.000000
gemm/gemm,small M=64 N=64 K=701296 tg=16,concurrent_1cb,22.058,44.083,22.059,0.4999,0.4956,0.5176,1.0003,21.879,21.879,0.000000
gemm/gemm,small M=64 N=64 K=701296 tg=16,barrier_1cb,43.842,44.083,22.059,0.0059,0.0015,0.0449,0.0118,43.652,43.652,0.000000
gemm/gemm,small M=64 N=64 K=701296 tg=16,raw_1cb,44.981,44.083,22.059,-0.0043,-0.0377,0.0201,-0.0085,44.055,44.055,0.000000
gemm/gemm,small M=64 N=64 K=701296 tg=16,serialenc_1cb,43.912,44.083,22.059,0.0027,-0.0365,0.0083,0.0054,43.755,43.755,0.000000
gemm/gemm,small M=64 N=64 K=701296 tg=16,two_cb,38.431,44.083,22.059,0.1271,0.0746,0.1558,0.2543,76.471,38.238,0.499963
gemm/gemm,small M=64 N=64 K=701296 tg=16,two_queue,39.353,44.083,22.059,0.1260,0.0722,0.1389,0.2519,76.749,38.377,0.499969
gemm/gemm,small M=64 N=64 K=701296 tg=16,two_cb_serial,43.992,44.083,22.059,0.0020,-0.0436,0.0404,0.0041,43.653,43.653,0.000000
gemm/gemm,half M=128 N=160 K=569744 tg=80,a_only,18.989,38.070,19.081,0.5010,0.4990,0.5365,1.0042,18.808,18.808,0.000000
gemm/gemm,half M=128 N=160 K=569744 tg=80,b_only,19.025,38.070,19.081,0.4990,0.4635,0.5010,1.0000,18.859,18.859,0.000000
gemm/gemm,half M=128 N=160 K=569744 tg=80,concurrent_1cb,36.118,38.070,19.081,0.0625,0.0469,0.1018,0.1251,35.895,35.895,0.000000
gemm/gemm,half M=128 N=160 K=569744 tg=80,barrier_1cb,37.677,38.070,19.081,0.0105,0.0033,0.0839,0.0211,37.505,37.505,0.000000
gemm/gemm,half M=128 N=160 K=569744 tg=80,raw_1cb,37.669,38.070,19.081,0.0121,0.0045,0.0778,0.0242,37.511,37.511,0.000000
gemm/gemm,half M=128 N=160 K=569744 tg=80,serialenc_1cb,37.987,38.070,19.081,0.0022,-0.0718,0.0787,0.0044,37.784,37.784,0.000000
gemm/gemm,half M=128 N=160 K=569744 tg=80,two_cb,37.809,38.070,19.081,0.0587,0.0026,0.0991,0.1177,58.953,35.810,0.392574
gemm/gemm,half M=128 N=160 K=569744 tg=80,two_queue,35.961,38.070,19.081,0.0613,0.0376,0.1257,0.1228,59.296,35.813,0.396030
gemm/gemm,half M=128 N=160 K=569744 tg=80,two_cb_serial,38.158,38.070,19.081,0.0032,-0.0303,0.0613,0.0069,37.766,37.766,0.000000
gemm/gemm,fill M=512 N=1024 K=30896 tg=2048,a_only,19.945,39.961,20.181,0.4991,0.4950,0.5012,1.0000,19.617,19.617,0.000000
gemm/gemm,fill M=512 N=1024 K=30896 tg=2048,b_only,19.806,39.961,20.181,0.5009,0.4988,0.5050,1.0037,19.621,19.621,0.000000
gemm/gemm,fill M=512 N=1024 K=30896 tg=2048,concurrent_1cb,39.089,39.961,20.181,0.0159,0.0110,0.0307,0.0319,38.783,38.783,0.000000
gemm/gemm,fill M=512 N=1024 K=30896 tg=2048,barrier_1cb,39.451,39.961,20.181,0.0118,0.0034,0.0176,0.0236,39.239,39.239,0.000000
gemm/gemm,fill M=512 N=1024 K=30896 tg=2048,raw_1cb,39.537,39.961,20.181,0.0075,-0.0008,0.0238,0.0152,39.229,39.229,0.000000
gemm/gemm,fill M=512 N=1024 K=30896 tg=2048,serialenc_1cb,39.485,39.961,20.181,0.0132,-0.0072,0.0173,0.0266,39.268,39.268,0.000000
gemm/gemm,fill M=512 N=1024 K=30896 tg=2048,two_cb,40.242,39.961,20.181,-0.0091,-0.0167,-0.0021,-0.0182,64.369,40.075,0.377419
gemm/gemm,fill M=512 N=1024 K=30896 tg=2048,two_queue,40.095,39.961,20.181,-0.0066,-0.0298,0.0108,-0.0133,63.388,39.839,0.371510
gemm/gemm,fill M=512 N=1024 K=30896 tg=2048,two_cb_serial,39.694,39.961,20.181,0.0003,-0.0277,0.0148,0.0005,39.272,39.272,0.000000
