comparison,family,order,quartet,position,arm,mode,request_id,wall_ns,profile_ns,profile_count,eval_ns,token
family_measurement,cache_construction,ABBA,4,0,A,empty,285,547285959,0.0,1,143187583.33333334,5991
family_measurement,cache_construction,ABBA,4,1,B,active,286,547025334,2083.3333333333335,1,143110583.33333334,5991
family_measurement,cache_construction,ABBA,4,2,B,active,287,545721334,1291.6666666666667,1,143062458.33333334,5991
family_measurement,cache_construction,ABBA,4,3,A,empty,288,548239083,0.0,1,143437416.66666666,5991
family_measurement,cache_construction,ABBA,5,0,A,empty,289,546948084,0.0,1,143287291.66666666,5991
family_measurement,cache_construction,ABBA,5,1,B,active,290,547248125,1458.3333333333333,1,143262958.33333334,5991
family_measurement,cache_construction,ABBA,5,2,B,active,291,547722333,2291.6666666666665,1,142975875.0,5991
family_measurement,cache_construction,ABBA,5,3,A,empty,292,547537291,0.0,1,143194583.33333334,5991
family_measurement,cache_construction,ABBA,6,0,A,empty,293,546397667,0.0,1,142065125.0,5991
family_measurement,cache_construction,ABBA,6,1,B,active,294,548553166,2750.0,1,143165958.33333334,5991
family_measurement,cache_construction,ABBA,6,2,B,active,295,547011292,2583.3333333333335,1,143058166.66666666,5991
family_measurement,cache_construction,ABBA,6,3,A,empty,296,547140584,0.0,1,142976791.66666666,5991
family_measurement,cache_construction,ABBA,7,0,A,empty,297,548161709,0.0,1,143085958.33333334,5991
family_measurement,cache_construction,ABBA,7,1,B,active,298,547308541,2458.3333333333335,1,143177333.33333334,5991
family_measurement,cache_construction,ABBA,7,2,B,active,299,546914750,2875.0,1,142892083.33333334,5991
family_measurement,cache_construction,ABBA,7,3,A,empty,300,547346417,0.0,1,143145583.33333334,5991
family_measurement,cache_construction,ABBA,8,0,A,empty,301,546944083,0.0,1,143097666.66666666,5991
family_measurement,cache_construction,ABBA,8,1,B,active,302,546893875,1375.0,1,143264958.33333334,5991
family_measurement,cache_construction,ABBA,8,2,B,active,303,547444708,1625.0,1,143290458.33333334,5991
family_measurement,cache_construction,ABBA,8,3,A,empty,304,545929334,0.0,1,142856500.0,5991
family_measurement,cache_construction,ABBA,9,0,A,empty,305,549616042,0.0,1,143121375.0,5991
family_measurement,cache_construction,ABBA,9,1,B,active,306,547338584,1666.6666666666667,1,143151375.0,5991
family_measurement,cache_construction,ABBA,9,2,B,active,307,548165125,2875.0,1,143263583.33333334,5991
family_measurement,cache_construction,ABBA,9,3,A,empty,308,547877125,0.0,1,143428041.66666666,5991
family_measurement,cache_construction,ABBA,10,0,A,empty,309,547782583,41.666666666666664,1,143427333.33333334,5991
family_measurement,cache_construction,ABBA,10,1,B,active,310,547012333,2083.3333333333335,1,143386000.0,5991
family_measurement,cache_construction,ABBA,10,2,B,active,311,547594917,2250.0,1,143396666.66666666,5991
family_measurement,cache_construction,ABBA,10,3,A,empty,312,547718792,0.0,1,143153458.33333334,5991
family_measurement,cache_construction,ABBA,11,0,A,empty,313,547398791,0.0,1,143214250.0,5991
family_measurement,cache_construction,ABBA,11,1,B,active,314,546828084,2500.0,1,142641708.33333334,5991
family_measurement,cache_construction,ABBA,11,2,B,active,315,546836667,2375.0,1,142997625.0,5991
family_measurement,cache_construction,ABBA,11,3,A,empty,316,547169750,0.0,1,143060500.0,5991
family_measurement,cache_construction,ABBA,12,0,A,empty,317,548030500,0.0,1,143148833.33333334,5991
family_measurement,cache_construction,ABBA,12,1,B,active,318,547333750,4041.6666666666665,1,143277625.0,5991
family_measurement,cache_construction,ABBA,12,2,B,active,319,547820125,2083.3333333333335,1,143329666.66666666,5991
family_measurement,cache_construction,ABBA,12,3,A,empty,320,547015833,0.0,1,143481833.33333334,5991
family_measurement,cache_construction,ABBA,13,0,A,empty,321,546819708,0.0,1,143113791.66666666,5991
family_measurement,cache_construction,ABBA,13,1,B,active,322,547311084,2583.3333333333335,1,143235166.66666666,5991
family_measurement,cache_construction,ABBA,13,2,B,active,323,547684709,2500.0,1,143025208.33333334,5991
family_measurement,cache_construction,ABBA,13,3,A,empty,324,547421750,0.0,1,143176375.0,5991
family_measurement,cache_construction,ABBA,14,0,A,empty,325,547926125,0.0,1,143139416.66666666,5991
family_measurement,cache_construction,ABBA,14,1,B,active,326,547253250,1583.3333333333333,1,143397041.66666666,5991
family_measurement,cache_construction,ABBA,14,2,B,active,327,547133167,2791.6666666666665,1,143231625.0,5991
family_measurement,cache_construction,ABBA,14,3,A,empty,328,547851125,41.666666666666664,1,143191625.0,5991
family_measurement,cache_construction,ABBA,15,0,A,empty,329,546296209,0.0,1,142871833.33333334,5991
family_measurement,cache_construction,ABBA,15,1,B,active,330,546119584,2583.3333333333335,1,142856250.0,5991
family_measurement,cache_construction,ABBA,15,2,B,active,331,545752083,2166.6666666666665,1,142722833.33333334,5991
family_measurement,cache_construction,ABBA,15,3,A,empty,332,546147333,0.0,1,142591708.33333334,5991
family_measurement,cache_construction,ABBA,16,0,A,empty,333,546667833,0.0,1,142489916.66666666,5991
family_measurement,cache_construction,ABBA,16,1,B,active,334,546556375,2250.0,1,142628833.33333334,5991
family_measurement,cache_construction,ABBA,16,2,B,active,335,547973291,4541.666666666667,1,143013750.0,5991
family_measurement,cache_construction,ABBA,16,3,A,empty,336,546129875,0.0,1,142800166.66666666,5991
family_measurement,cache_construction,ABBA,17,0,A,empty,337,547827084,0.0,1,143155875.0,5991
family_measurement,cache_construction,ABBA,17,1,B,active,338,547093625,1750.0,1,143235166.66666666,5991
family_measurement,cache_construction,ABBA,17,2,B,active,339,546927125,1541.6666666666667,1,143403500.0,5991
family_measurement,cache_construction,ABBA,17,3,A,empty,340,547702667,41.666666666666664,1,143436416.66666666,5991
family_measurement,cache_construction,ABBA,18,0,A,empty,341,546511417,0.0,1,143204125.0,5991
family_measurement,cache_construction,ABBA,18,1,B,active,342,546999417,1250.0,1,143178416.66666666,5991
family_measurement,cache_construction,ABBA,18,2,B,active,343,547018834,2166.6666666666665,1,143083041.66666666,5991
family_measurement,cache_construction,ABBA,18,3,A,empty,344,547772125,41.666666666666664,1,143294833.33333334,5991
family_measurement,cache_construction,ABBA,19,0,A,empty,345,547151583,0.0,1,143211000.0,5991
family_measurement,cache_construction,ABBA,19,1,B,active,346,547800500,1541.6666666666667,1,143508625.0,5991
family_measurement,cache_construction,ABBA,19,2,B,active,347,546788750,1250.0,1,143262708.33333334,5991
family_measurement,cache_construction,ABBA,19,3,A,empty,348,546231542,0.0,1,142628041.66666666,5991
family_measurement,cache_construction,ABBA,20,0,A,empty,349,548105958,0.0,1,142656875.0,5991
family_measurement,cache_construction,ABBA,20,1,B,active,350,546640750,2000.0,1,142071541.66666666,5991
family_measurement,cache_construction,ABBA,20,2,B,active,351,551875250,5708.333333333333,1,142151375.0,5991
family_measurement,cache_construction,ABBA,20,3,A,empty,352,546668958,0.0,1,142776125.0,5991
family_measurement,cache_construction,ABBA,21,0,A,empty,353,546557333,41.666666666666664,1,142630458.33333334,5991
family_measurement,cache_construction,ABBA,21,1,B,active,354,547664792,2166.6666666666665,1,142941375.0,5991
family_measurement,cache_construction,ABBA,21,2,B,active,355,546343417,2083.3333333333335,1,143124791.66666666,5991
family_measurement,cache_construction,ABBA,21,3,A,empty,356,546142583,0.0,1,142135083.33333334,5991
family_measurement,cache_construction,ABBA,22,0,A,empty,357,553314166,0.0,1,143239708.33333334,5991
family_measurement,cache_construction,ABBA,22,1,B,active,358,547359750,2041.6666666666667,1,143395208.33333334,5991
family_measurement,cache_construction,ABBA,22,2,B,active,359,547104166,1708.3333333333333,1,143292875.0,5991
family_measurement,cache_construction,ABBA,22,3,A,empty,360,546727959,0.0,1,142793958.33333334,5991
family_measurement,cache_construction,ABBA,23,0,A,empty,361,548183292,41.666666666666664,1,142944291.66666666,5991
family_measurement,cache_construction,ABBA,23,1,B,active,362,546380500,2250.0,1,141914875.0,5991
family_measurement,cache_construction,ABBA,23,2,B,active,363,562749458,13166.666666666666,1,141591375.0,5991
family_measurement,cache_construction,ABBA,23,3,A,empty,364,547912750,0.0,1,143320708.33333334,5991
family_measurement,cache_construction,ABBA,24,0,A,empty,365,546449125,0.0,1,142010208.33333334,5991
family_measurement,cache_construction,ABBA,24,1,B,active,366,548362084,3625.0,1,142320916.66666666,5991
family_measurement,cache_construction,ABBA,24,2,B,active,367,547162667,4250.0,1,142726125.0,5991
family_measurement,cache_construction,ABBA,24,3,A,empty,368,552938083,0.0,1,143435750.0,5991
family_measurement,cache_construction,ABBA,25,0,A,empty,369,547425000,0.0,1,143365458.33333334,5991
family_measurement,cache_construction,ABBA,25,1,B,active,370,547945125,2500.0,1,143391708.33333334,5991
family_measurement,cache_construction,ABBA,25,2,B,active,371,546754125,2250.0,1,142088583.33333334,5991
family_measurement,cache_construction,ABBA,25,3,A,empty,372,546430500,41.666666666666664,1,142605208.33333334,5991
family_measurement,cache_construction,ABBA,26,0,A,empty,373,547045125,0.0,1,142971375.0,5991
family_measurement,cache_construction,ABBA,26,1,B,active,374,551426541,3541.6666666666665,1,143133875.0,5991
family_measurement,cache_construction,ABBA,26,2,B,active,375,547128125,1916.6666666666667,1,143034916.66666666,5991
family_measurement,cache_construction,ABBA,26,3,A,empty,376,546394583,0.0,1,143093750.0,5991
family_measurement,cache_construction,ABBA,27,0,A,empty,377,547030125,0.0,1,143221666.66666666,5991
family_measurement,cache_construction,ABBA,27,1,B,active,378,546540208,2125.0,1,142961833.33333334,5991
family_measurement,cache_construction,ABBA,27,2,B,active,379,548812917,3083.3333333333335,1,142856041.66666666,5991
family_measurement,cache_construction,ABBA,27,3,A,empty,380,549831042,0.0,1,142639708.33333334,5991
family_measurement,cache_construction,ABBA,28,0,A,empty,381,561900750,0.0,1,142346833.33333334,5991
family_measurement,cache_construction,ABBA,28,1,B,active,382,561198042,14625.0,1,142457750.0,5991
family_measurement,cache_construction,ABBA,28,2,B,active,383,563375792,13958.333333333334,1,142344208.33333334,5991
family_measurement,cache_construction,ABBA,28,3,A,empty,384,550180750,0.0,1,143218416.66666666,5991
family_measurement,cache_construction,ABBA,29,0,A,empty,385,547345250,0.0,1,143178125.0,5991
family_measurement,cache_construction,ABBA,29,1,B,active,386,547140708,2333.3333333333335,1,143948625.0,5991
family_measurement,cache_construction,ABBA,29,2,B,active,387,551677875,2375.0,1,144377500.0,5991
family_measurement,cache_construction,ABBA,29,3,A,empty,388,551377542,0.0,1,143556416.66666666,5991
family_measurement,cache_construction,ABBA,30,0,A,empty,389,549990208,0.0,1,143897041.66666666,5991
family_measurement,cache_construction,ABBA,30,1,B,active,390,547943625,1958.3333333333333,1,142188458.33333334,5991
family_measurement,cache_construction,ABBA,30,2,B,active,391,561517667,12375.0,1,142502166.66666666,5991
family_measurement,cache_construction,ABBA,30,3,A,empty,392,563101542,0.0,1,142341291.66666666,5991
family_measurement,cache_construction,ABBA,31,0,A,empty,393,558496875,0.0,1,143140791.66666666,5991
family_measurement,cache_construction,ABBA,31,1,B,active,394,546442334,1875.0,1,143037958.33333334,5991
family_measurement,cache_construction,ABBA,31,2,B,active,395,546828375,1708.3333333333333,1,143058208.33333334,5991
family_measurement,cache_construction,ABBA,31,3,A,empty,396,547281083,0.0,1,142986375.0,5991
family_measurement,cache_construction,BAAB,0,0,B,active,397,547994792,2083.3333333333335,1,143388833.33333334,5991
family_measurement,cache_construction,BAAB,0,1,A,empty,398,546301500,0.0,1,142653625.0,5991
family_measurement,cache_construction,BAAB,0,2,A,empty,399,547351125,0.0,1,142932375.0,5991
family_measurement,cache_construction,BAAB,0,3,B,active,400,545954709,2541.6666666666665,1,141894166.66666666,5991
family_measurement,cache_construction,BAAB,1,0,B,active,401,551593667,4375.0,1,142207875.0,5991
family_measurement,cache_construction,BAAB,1,1,A,empty,402,562125250,0.0,1,142523666.66666666,5991
family_measurement,cache_construction,BAAB,1,2,A,empty,403,551533583,0.0,1,142903916.66666666,5991
family_measurement,cache_construction,BAAB,1,3,B,active,404,553009500,4458.333333333333,1,143474625.0,5991
family_measurement,cache_construction,BAAB,2,0,B,active,405,547446042,1916.6666666666667,1,143376625.0,5991
family_measurement,cache_construction,BAAB,2,1,A,empty,406,547212500,0.0,1,143235666.66666666,5991
family_measurement,cache_construction,BAAB,2,2,A,empty,407,547346584,0.0,1,143301208.33333334,5991
family_measurement,cache_construction,BAAB,2,3,B,active,408,547413708,1541.6666666666667,1,143325875.0,5991
family_measurement,cache_construction,BAAB,3,0,B,active,409,546843833,1875.0,1,142464958.33333334,5991
family_measurement,cache_construction,BAAB,3,1,A,empty,410,545998042,0.0,1,142856958.33333334,5991
family_measurement,cache_construction,BAAB,3,2,A,empty,411,547336791,0.0,1,143428291.66666666,5991
family_measurement,cache_construction,BAAB,3,3,B,active,412,547954792,2833.3333333333335,1,143440000.0,5991
family_measurement,cache_construction,BAAB,4,0,B,active,413,547118959,1666.6666666666667,1,143329250.0,5991
family_measurement,cache_construction,BAAB,4,1,A,empty,414,547512209,0.0,1,143315458.33333334,5991
family_measurement,cache_construction,BAAB,4,2,A,empty,415,547114458,0.0,1,143474791.66666666,5991
family_measurement,cache_construction,BAAB,4,3,B,active,416,547330250,1583.3333333333333,1,143279333.33333334,5991
family_measurement,cache_construction,BAAB,5,0,B,active,417,547581250,2000.0,1,143276708.33333334,5991
family_measurement,cache_construction,BAAB,5,1,A,empty,418,546886209,0.0,1,143061833.33333334,5991
family_measurement,cache_construction,BAAB,5,2,A,empty,419,547009958,0.0,1,143038583.33333334,5991
family_measurement,cache_construction,BAAB,5,3,B,active,420,548830917,2291.6666666666665,1,143524833.33333334,5991
family_measurement,cache_construction,BAAB,6,0,B,active,421,547918666,2041.6666666666667,1,143428541.66666666,5991
family_measurement,cache_construction,BAAB,6,1,A,empty,422,546950125,0.0,1,142977375.0,5991
family_measurement,cache_construction,BAAB,6,2,A,empty,423,546394334,41.666666666666664,1,143173750.0,5991
family_measurement,cache_construction,BAAB,6,3,B,active,424,546108500,1708.3333333333333,1,143036583.33333334,5991
family_measurement,cache_construction,BAAB,7,0,B,active,425,546246208,1750.0,1,142683208.33333334,5991
family_measurement,cache_construction,BAAB,7,1,A,empty,426,546450125,41.666666666666664,1,143032833.33333334,5991
family_measurement,cache_construction,BAAB,7,2,A,empty,427,546200292,0.0,1,142767250.0,5991
family_measurement,cache_construction,BAAB,7,3,B,active,428,546299500,1916.6666666666667,1,142939208.33333334,5991
family_measurement,cache_construction,BAAB,8,0,B,active,429,546285625,2166.6666666666665,1,142818125.0,5991
family_measurement,cache_construction,BAAB,8,1,A,empty,430,547293166,0.0,1,143143250.0,5991
family_measurement,cache_construction,BAAB,8,2,A,empty,431,545647208,0.0,1,142628708.33333334,5991
family_measurement,cache_construction,BAAB,8,3,B,active,432,546040125,1875.0,1,142646125.0,5991
family_measurement,cache_construction,BAAB,9,0,B,active,433,545756041,1458.3333333333333,1,143023708.33333334,5991
family_measurement,cache_construction,BAAB,9,1,A,empty,434,545809625,0.0,1,142731333.33333334,5991
family_measurement,cache_construction,BAAB,9,2,A,empty,435,546036625,0.0,1,143162291.66666666,5991
family_measurement,cache_construction,BAAB,9,3,B,active,436,546167541,1583.3333333333333,1,142843333.33333334,5991
family_measurement,cache_construction,BAAB,10,0,B,active,437,546434625,1750.0,1,142903458.33333334,5991
family_measurement,cache_construction,BAAB,10,1,A,empty,438,546184625,0.0,1,142687250.0,5991
family_measurement,cache_construction,BAAB,10,2,A,empty,439,546402333,0.0,1,142808833.33333334,5991
family_measurement,cache_construction,BAAB,10,3,B,active,440,545914459,1500.0,1,142896916.66666666,5991
family_measurement,cache_construction,BAAB,11,0,B,active,441,546536833,1875.0,1,143032333.33333334,5991
family_measurement,cache_construction,BAAB,11,1,A,empty,442,546002875,0.0,1,142901291.66666666,5991
family_measurement,cache_construction,BAAB,11,2,A,empty,443,546300375,0.0,1,142769458.33333334,5991
family_measurement,cache_construction,BAAB,11,3,B,active,444,546012250,2000.0,1,142791125.0,5991
family_measurement,cache_construction,BAAB,12,0,B,active,445,546535333,2250.0,1,142676916.66666666,5991
family_measurement,cache_construction,BAAB,12,1,A,empty,446,546562750,0.0,1,142697333.33333334,5991
family_measurement,cache_construction,BAAB,12,2,A,empty,447,546547208,0.0,1,142881583.33333334,5991
family_measurement,cache_construction,BAAB,12,3,B,active,448,546589167,2833.3333333333335,1,142516791.66666666,5991
family_measurement,cache_construction,BAAB,13,0,B,active,449,546389916,2708.3333333333335,1,142638625.0,5991
family_measurement,cache_construction,BAAB,13,1,A,empty,450,546141000,0.0,1,142763000.0,5991
family_measurement,cache_construction,BAAB,13,2,A,empty,451,545842083,41.666666666666664,1,142874666.66666666,5991
family_measurement,cache_construction,BAAB,13,3,B,active,452,545624125,1500.0,1,142727416.66666666,5991
family_measurement,cache_construction,BAAB,14,0,B,active,453,546117000,2208.3333333333335,1,142802666.66666666,5991
family_measurement,cache_construction,BAAB,14,1,A,empty,454,545991625,0.0,1,142672166.66666666,5991
family_measurement,cache_construction,BAAB,14,2,A,empty,455,546056750,0.0,1,142888958.33333334,5991
family_measurement,cache_construction,BAAB,14,3,B,active,456,546292583,1625.0,1,143185500.0,5991
family_measurement,cache_construction,BAAB,15,0,B,active,457,546187959,1750.0,1,142854750.0,5991
family_measurement,cache_construction,BAAB,15,1,A,empty,458,545909042,0.0,1,142685333.33333334,5991
family_measurement,cache_construction,BAAB,15,2,A,empty,459,546269458,0.0,1,143006125.0,5991
family_measurement,cache_construction,BAAB,15,3,B,active,460,546274917,1708.3333333333333,1,142884000.0,5991
family_measurement,cache_construction,BAAB,16,0,B,active,461,546369750,1833.3333333333333,1,143048041.66666666,5991
family_measurement,cache_construction,BAAB,16,1,A,empty,462,545518667,0.0,1,142743208.33333334,5991
family_measurement,cache_construction,BAAB,16,2,A,empty,463,546559583,0.0,1,142965708.33333334,5991
family_measurement,cache_construction,BAAB,16,3,B,active,464,545828750,2208.3333333333335,1,142946083.33333334,5991
family_measurement,cache_construction,BAAB,17,0,B,active,465,546782875,2291.6666666666665,1,142860000.0,5991
family_measurement,cache_construction,BAAB,17,1,A,empty,466,546099000,0.0,1,142671583.33333334,5991
family_measurement,cache_construction,BAAB,17,2,A,empty,467,546602208,0.0,1,142680041.66666666,5991
family_measurement,cache_construction,BAAB,17,3,B,active,468,546841125,2541.6666666666665,1,142883041.66666666,5991
family_measurement,cache_construction,BAAB,18,0,B,active,469,546034500,2416.6666666666665,1,142740500.0,5991
family_measurement,cache_construction,BAAB,18,1,A,empty,470,545862208,0.0,1,142878541.66666666,5991
family_measurement,cache_construction,BAAB,18,2,A,empty,471,545514166,0.0,1,142832708.33333334,5991
family_measurement,cache_construction,BAAB,18,3,B,active,472,546211208,1375.0,1,142930458.33333334,5991
family_measurement,cache_construction,BAAB,19,0,B,active,473,546107542,1458.3333333333333,1,143164791.66666666,5991
family_measurement,cache_construction,BAAB,19,1,A,empty,474,546495458,0.0,1,143133416.66666666,5991
family_measurement,cache_construction,BAAB,19,2,A,empty,475,545782750,0.0,1,142891791.66666666,5991
family_measurement,cache_construction,BAAB,19,3,B,active,476,546504958,2541.6666666666665,1,143278083.33333334,5991
family_measurement,cache_construction,BAAB,20,0,B,active,477,545776916,1875.0,1,143049416.66666666,5991
family_measurement,cache_construction,BAAB,20,1,A,empty,478,546389708,0.0,1,142868166.66666666,5991
family_measurement,cache_construction,BAAB,20,2,A,empty,479,546550250,0.0,1,143108958.33333334,5991
family_measurement,cache_construction,BAAB,20,3,B,active,480,546349042,2125.0,1,142726208.33333334,5991
family_measurement,cache_construction,BAAB,21,0,B,active,481,546538584,2333.3333333333335,1,142860458.33333334,5991
family_measurement,cache_construction,BAAB,21,1,A,empty,482,546389042,0.0,1,142842500.0,5991
family_measurement,cache_construction,BAAB,21,2,A,empty,483,546825334,41.666666666666664,1,142897916.66666666,5991
family_measurement,cache_construction,BAAB,21,3,B,active,484,546167208,1833.3333333333333,1,143183625.0,5991
family_measurement,cache_construction,BAAB,22,0,B,active,485,546049917,1833.3333333333333,1,142795125.0,5991
family_measurement,cache_construction,BAAB,22,1,A,empty,486,545901333,0.0,1,143107333.33333334,5991
family_measurement,cache_construction,BAAB,22,2,A,empty,487,546242958,0.0,1,142929583.33333334,5991
family_measurement,cache_construction,BAAB,22,3,B,active,488,546066125,2458.3333333333335,1,143018708.33333334,5991
family_measurement,cache_construction,BAAB,23,0,B,active,489,546264500,1708.3333333333333,1,142919208.33333334,5991
family_measurement,cache_construction,BAAB,23,1,A,empty,490,546088541,0.0,1,142845458.33333334,5991
family_measurement,cache_construction,BAAB,23,2,A,empty,491,545939583,0.0,1,142779625.0,5991
family_measurement,cache_construction,BAAB,23,3,B,active,492,546380542,1666.6666666666667,1,142991375.0,5991
family_measurement,cache_construction,BAAB,24,0,B,active,493,545464750,1666.6666666666667,1,142868708.33333334,5991
family_measurement,cache_construction,BAAB,24,1,A,empty,494,546332917,0.0,1,143205125.0,5991
family_measurement,cache_construction,BAAB,24,2,A,empty,495,546523917,0.0,1,143046875.0,5991
family_measurement,cache_construction,BAAB,24,3,B,active,496,549467292,1833.3333333333333,1,144289583.33333334,5991
family_measurement,cache_construction,BAAB,25,0,B,active,497,550168250,2000.0,1,143788708.33333334,5991
family_measurement,cache_construction,BAAB,25,1,A,empty,498,549608459,41.666666666666664,1,143612041.66666666,5991
family_measurement,cache_construction,BAAB,25,2,A,empty,499,549345875,0.0,1,143930750.0,5991
family_measurement,cache_construction,BAAB,25,3,B,active,500,546828459,1666.6666666666667,1,142778208.33333334,5991
family_measurement,cache_construction,BAAB,26,0,B,active,501,547115667,1541.6666666666667,1,143347458.33333334,5991
family_measurement,cache_construction,BAAB,26,1,A,empty,502,547152458,0.0,1,142887541.66666666,5991
family_measurement,cache_construction,BAAB,26,2,A,empty,503,547796625,0.0,1,142839625.0,5991
family_measurement,cache_construction,BAAB,26,3,B,active,504,546285000,2000.0,1,143063583.33333334,5991
family_measurement,cache_construction,BAAB,27,0,B,active,505,546949416,2000.0,1,143140666.66666666,5991
family_measurement,cache_construction,BAAB,27,1,A,empty,506,546358792,0.0,1,142970833.33333334,5991
family_measurement,cache_construction,BAAB,27,2,A,empty,507,546341250,0.0,1,143105500.0,5991
family_measurement,cache_construction,BAAB,27,3,B,active,508,546422250,2458.3333333333335,1,143151208.33333334,5991
family_measurement,cache_construction,BAAB,28,0,B,active,509,547515167,2375.0,1,143306000.0,5991
family_measurement,cache_construction,BAAB,28,1,A,empty,510,547163208,0.0,1,143196958.33333334,5991
family_measurement,cache_construction,BAAB,28,2,A,empty,511,546645833,0.0,1,143159333.33333334,5991
family_measurement,cache_construction,BAAB,28,3,B,active,512,547097542,2500.0,1,143223000.0,5991
family_measurement,cache_construction,BAAB,29,0,B,active,513,547919792,1875.0,1,143121958.33333334,5991
family_measurement,cache_construction,BAAB,29,1,A,empty,514,548370209,0.0,1,143523166.66666666,5991
family_measurement,cache_construction,BAAB,29,2,A,empty,515,547387542,0.0,1,143379333.33333334,5991
family_measurement,cache_construction,BAAB,29,3,B,active,516,547753209,1458.3333333333333,1,143756458.33333334,5991
family_measurement,cache_construction,BAAB,30,0,B,active,517,547016542,1416.6666666666667,1,143363291.66666666,5991
family_measurement,cache_construction,BAAB,30,1,A,empty,518,547028834,0.0,1,142762791.66666666,5991
family_measurement,cache_construction,BAAB,30,2,A,empty,519,550331042,0.0,1,143245333.33333334,5991
family_measurement,cache_construction,BAAB,30,3,B,active,520,547656292,2500.0,1,143121750.0,5991
family_measurement,cache_construction,BAAB,31,0,B,active,521,547408208,1500.0,1,143310916.66666666,5991
family_measurement,cache_construction,BAAB,31,1,A,empty,522,547348084,0.0,1,143169208.33333334,5991
family_measurement,cache_construction,BAAB,31,2,A,empty,523,547595041,0.0,1,143312000.0,5991
family_measurement,cache_construction,BAAB,31,3,B,active,524,546577167,2250.0,1,142589500.0,5991
family_measurement,input_setup,ABBA,0,0,A,empty,527,546769583,0.0,1,143129083.33333334,5991
family_measurement,input_setup,ABBA,0,1,B,active,528,547373833,6458.333333333333,1,143315708.33333334,5991
family_measurement,input_setup,ABBA,0,2,B,active,529,546769250,5916.666666666667,1,143138125.0,5991
family_measurement,input_setup,ABBA,0,3,A,empty,530,547285833,0.0,1,143258000.0,5991
family_measurement,input_setup,ABBA,1,0,A,empty,531,546834167,0.0,1,142712333.33333334,5991
family_measurement,input_setup,ABBA,1,1,B,active,532,547456458,11208.333333333334,1,142909666.66666666,5991
family_measurement,input_setup,ABBA,1,2,B,active,533,546126500,10500.0,1,142576000.0,5991
family_measurement,input_setup,ABBA,1,3,A,empty,534,547271333,41.666666666666664,1,143348416.66666666,5991
family_measurement,input_setup,ABBA,2,0,A,empty,535,547755834,0.0,1,143202250.0,5991
family_measurement,input_setup,ABBA,2,1,B,active,536,547815375,8083.333333333333,1,143238041.66666666,5991
family_measurement,input_setup,ABBA,2,2,B,active,537,548727583,9416.666666666666,1,143381250.0,5991
family_measurement,input_setup,ABBA,2,3,A,empty,538,546526708,0.0,1,142960875.0,5991
family_measurement,input_setup,ABBA,3,0,A,empty,539,547648000,0.0,1,143226000.0,5991
family_measurement,input_setup,ABBA,3,1,B,active,540,547923625,8958.333333333334,1,143250541.66666666,5991
family_measurement,input_setup,ABBA,3,2,B,active,541,548160334,10416.666666666666,1,143352208.33333334,5991
family_measurement,input_setup,ABBA,3,3,A,empty,542,547051125,0.0,1,143202541.66666666,5991
family_measurement,input_setup,ABBA,4,0,A,empty,543,546436458,0.0,1,143076041.66666666,5991
family_measurement,input_setup,ABBA,4,1,B,active,544,546773458,6416.666666666667,1,143008625.0,5991
family_measurement,input_setup,ABBA,4,2,B,active,545,546898083,6416.666666666667,1,142928791.66666666,5991
family_measurement,input_setup,ABBA,4,3,A,empty,546,548452208,0.0,1,143326958.33333334,5991
family_measurement,input_setup,ABBA,5,0,A,empty,547,547299459,0.0,1,142941458.33333334,5991
family_measurement,input_setup,ABBA,5,1,B,active,548,546998750,10083.333333333334,1,143205416.66666666,5991
family_measurement,input_setup,ABBA,5,2,B,active,549,546998416,5666.666666666667,1,143078416.66666666,5991
family_measurement,input_setup,ABBA,5,3,A,empty,550,547170250,0.0,1,143002666.66666666,5991
family_measurement,input_setup,ABBA,6,0,A,empty,551,548412084,41.666666666666664,1,143360750.0,5991
family_measurement,input_setup,ABBA,6,1,B,active,552,547816833,10291.666666666666,1,143265041.66666666,5991
family_measurement,input_setup,ABBA,6,2,B,active,553,548160042,14458.333333333334,1,143600625.0,5991
family_measurement,input_setup,ABBA,6,3,A,empty,554,547099292,0.0,1,143381458.33333334,5991
family_measurement,input_setup,ABBA,7,0,A,empty,555,546727083,41.666666666666664,1,142870666.66666666,5991
family_measurement,input_setup,ABBA,7,1,B,active,556,549577125,17041.666666666668,1,142641833.33333334,5991
family_measurement,input_setup,ABBA,7,2,B,active,557,547785708,12583.333333333334,1,142069916.66666666,5991
family_measurement,input_setup,ABBA,7,3,A,empty,558,548922792,0.0,1,143159541.66666666,5991
family_measurement,input_setup,ABBA,8,0,A,empty,559,546964375,0.0,1,143202625.0,5991
family_measurement,input_setup,ABBA,8,1,B,active,560,547832625,8375.0,1,143220958.33333334,5991
family_measurement,input_setup,ABBA,8,2,B,active,561,547553125,6958.333333333333,1,143123416.66666666,5991
family_measurement,input_setup,ABBA,8,3,A,empty,562,547267958,0.0,1,142989666.66666666,5991
family_measurement,input_setup,ABBA,9,0,A,empty,563,547505333,0.0,1,143304916.66666666,5991
family_measurement,input_setup,ABBA,9,1,B,active,564,547662125,10333.333333333334,1,143299041.66666666,5991
family_measurement,input_setup,ABBA,9,2,B,active,565,546694584,5958.333333333333,1,143128375.0,5991
family_measurement,input_setup,ABBA,9,3,A,empty,566,547099667,0.0,1,143207625.0,5991
family_measurement,input_setup,ABBA,10,0,A,empty,567,546713125,0.0,1,143134750.0,5991
