stage,block,order,arm,token_index,step_us
screen,S2,BAAB,sc0,21,8092.0
screen,S2,BAAB,sc0,22,8196.0
screen,S2,BAAB,sc0,23,8293.0
screen,S2,BAAB,sc0,24,8276.0
screen,S2,BAAB,sc0,25,8225.0
screen,S2,BAAB,sc0,26,8272.0
screen,S2,BAAB,sc0,27,8230.0
screen,S2,BAAB,sc0,28,8192.0
screen,S2,BAAB,sc0,29,8219.0
screen,S2,BAAB,sc0,30,8173.0
screen,S2,BAAB,sd0,16,8288.0
screen,S2,BAAB,sd0,17,8132.0
screen,S2,BAAB,sd0,18,8146.0
screen,S2,BAAB,sd0,19,8170.0
screen,S2,BAAB,sd0,20,8158.0
screen,S2,BAAB,sd0,21,8173.0
screen,S2,BAAB,sd0,22,8189.0
screen,S2,BAAB,sd0,23,8195.0
screen,S2,BAAB,sd0,24,8260.0
screen,S2,BAAB,sd0,25,8145.0
screen,S2,BAAB,sd0,26,8143.0
screen,S2,BAAB,sd0,27,8165.0
screen,S2,BAAB,sd0,28,8206.0
screen,S2,BAAB,sd0,29,8121.0
screen,S2,BAAB,sd0,30,8221.0
screen,S2,BAAB,sfd1,16,8217.0
screen,S2,BAAB,sfd1,17,8235.0
screen,S2,BAAB,sfd1,18,8278.0
screen,S2,BAAB,sfd1,19,8234.0
screen,S2,BAAB,sfd1,20,8362.0
screen,S2,BAAB,sfd1,21,8242.0
screen,S2,BAAB,sfd1,22,8246.0
screen,S2,BAAB,sfd1,23,8242.0
screen,S2,BAAB,sfd1,24,8224.0
screen,S2,BAAB,sfd1,25,8232.0
screen,S2,BAAB,sfd1,26,8238.0
screen,S2,BAAB,sfd1,27,8343.0
screen,S2,BAAB,sfd1,28,8212.0
screen,S2,BAAB,sfd1,29,8245.0
screen,S2,BAAB,sfd1,30,8251.0
screen,S3,ABBA,ctl,16,8272.0
screen,S3,ABBA,ctl,17,8163.0
screen,S3,ABBA,ctl,18,8155.0
screen,S3,ABBA,ctl,19,8164.0
screen,S3,ABBA,ctl,20,8187.0
screen,S3,ABBA,ctl,21,8177.0
screen,S3,ABBA,ctl,22,8221.0
screen,S3,ABBA,ctl,23,8188.0
screen,S3,ABBA,ctl,24,8242.0
screen,S3,ABBA,ctl,25,8189.0
screen,S3,ABBA,ctl,26,8171.0
screen,S3,ABBA,ctl,27,8210.0
screen,S3,ABBA,ctl,28,8233.0
screen,S3,ABBA,ctl,29,8188.0
screen,S3,ABBA,ctl,30,8212.0
screen,S3,ABBA,ns0,16,8199.0
screen,S3,ABBA,ns0,17,8216.0
screen,S3,ABBA,ns0,18,8193.0
screen,S3,ABBA,ns0,19,8228.0
screen,S3,ABBA,ns0,20,8234.0
screen,S3,ABBA,ns0,21,8207.0
screen,S3,ABBA,ns0,22,8205.0
screen,S3,ABBA,ns0,23,8196.0
screen,S3,ABBA,ns0,24,8201.0
screen,S3,ABBA,ns0,25,8179.0
screen,S3,ABBA,ns0,26,8229.0
screen,S3,ABBA,ns0,27,8245.0
screen,S3,ABBA,ns0,28,8233.0
screen,S3,ABBA,ns0,29,8275.0
screen,S3,ABBA,ns0,30,8304.0
screen,S3,ABBA,ns2,16,8178.0
screen,S3,ABBA,ns2,17,8177.0
screen,S3,ABBA,ns2,18,8188.0
screen,S3,ABBA,ns2,19,8172.0
screen,S3,ABBA,ns2,20,8224.0
screen,S3,ABBA,ns2,21,8226.0
screen,S3,ABBA,ns2,22,8223.0
screen,S3,ABBA,ns2,23,8258.0
screen,S3,ABBA,ns2,24,8250.0
screen,S3,ABBA,ns2,25,8219.0
screen,S3,ABBA,ns2,26,8234.0
screen,S3,ABBA,ns2,27,8301.0
screen,S3,ABBA,ns2,28,8195.0
screen,S3,ABBA,ns2,29,8183.0
screen,S3,ABBA,ns2,30,8336.0
screen,S3,ABBA,qmvsc0,16,8161.0
screen,S3,ABBA,qmvsc0,17,8178.0
screen,S3,ABBA,qmvsc0,18,8140.0
screen,S3,ABBA,qmvsc0,19,8157.0
screen,S3,ABBA,qmvsc0,20,8161.0
screen,S3,ABBA,qmvsc0,21,8164.0
screen,S3,ABBA,qmvsc0,22,8167.0
screen,S3,ABBA,qmvsc0,23,8227.0
screen,S3,ABBA,qmvsc0,24,8190.0
screen,S3,ABBA,qmvsc0,25,8203.0
screen,S3,ABBA,qmvsc0,26,8251.0
screen,S3,ABBA,qmvsc0,27,8251.0
screen,S3,ABBA,qmvsc0,28,8227.0
screen,S3,ABBA,qmvsc0,29,8194.0
screen,S3,ABBA,qmvsc0,30,8215.0
screen,S3,ABBA,qmvse0,16,8306.0
screen,S3,ABBA,qmvse0,17,8162.0
screen,S3,ABBA,qmvse0,18,8169.0
screen,S3,ABBA,qmvse0,19,8177.0
screen,S3,ABBA,qmvse0,20,8185.0
screen,S3,ABBA,qmvse0,21,8174.0
screen,S3,ABBA,qmvse0,22,8250.0
screen,S3,ABBA,qmvse0,23,8188.0
screen,S3,ABBA,qmvse0,24,8233.0
screen,S3,ABBA,qmvse0,25,8232.0
screen,S3,ABBA,qmvse0,26,8199.0
screen,S3,ABBA,qmvse0,27,8218.0
screen,S3,ABBA,qmvse0,28,8240.0
screen,S3,ABBA,qmvse0,29,8283.0
screen,S3,ABBA,qmvse0,30,8246.0
screen,S3,ABBA,qse0,16,8152.0
screen,S3,ABBA,qse0,17,8159.0
screen,S3,ABBA,qse0,18,8156.0
screen,S3,ABBA,qse0,19,8166.0
screen,S3,ABBA,qse0,20,8182.0
screen,S3,ABBA,qse0,21,8167.0
screen,S3,ABBA,qse0,22,8234.0
screen,S3,ABBA,qse0,23,8256.0
screen,S3,ABBA,qse0,24,8253.0
screen,S3,ABBA,qse0,25,8230.0
screen,S3,ABBA,qse0,26,8253.0
screen,S3,ABBA,qse0,27,8243.0
screen,S3,ABBA,qse0,28,8167.0
screen,S3,ABBA,qse0,29,8174.0
screen,S3,ABBA,qse0,30,8196.0
screen,S3,ABBA,sc0,16,8154.0
screen,S3,ABBA,sc0,17,8160.0
screen,S3,ABBA,sc0,18,8208.0
screen,S3,ABBA,sc0,19,8190.0
screen,S3,ABBA,sc0,20,8249.0
screen,S3,ABBA,sc0,21,8211.0
screen,S3,ABBA,sc0,22,8220.0
screen,S3,ABBA,sc0,23,8206.0
screen,S3,ABBA,sc0,24,8174.0
screen,S3,ABBA,sc0,25,8200.0
screen,S3,ABBA,sc0,26,8215.0
screen,S3,ABBA,sc0,27,8174.0
screen,S3,ABBA,sc0,28,8182.0
screen,S3,ABBA,sc0,29,8196.0
screen,S3,ABBA,sc0,30,8310.0
screen,S3,ABBA,sd0,16,8123.0
screen,S3,ABBA,sd0,17,8154.0
screen,S3,ABBA,sd0,18,8129.0
screen,S3,ABBA,sd0,19,8121.0
screen,S3,ABBA,sd0,20,8144.0
screen,S3,ABBA,sd0,21,8123.0
screen,S3,ABBA,sd0,22,8154.0
screen,S3,ABBA,sd0,23,8180.0
screen,S3,ABBA,sd0,24,8195.0
screen,S3,ABBA,sd0,25,8205.0
screen,S3,ABBA,sd0,26,8205.0
screen,S3,ABBA,sd0,27,8195.0
screen,S3,ABBA,sd0,28,8178.0
screen,S3,ABBA,sd0,29,8152.0
screen,S3,ABBA,sd0,30,8196.0
screen,S3,ABBA,sfd1,16,8307.0
screen,S3,ABBA,sfd1,17,8243.0
screen,S3,ABBA,sfd1,18,8204.0
screen,S3,ABBA,sfd1,19,8208.0
screen,S3,ABBA,sfd1,20,8220.0
screen,S3,ABBA,sfd1,21,8214.0
screen,S3,ABBA,sfd1,22,8231.0
screen,S3,ABBA,sfd1,23,8229.0
screen,S3,ABBA,sfd1,24,8256.0
screen,S3,ABBA,sfd1,25,8225.0
screen,S3,ABBA,sfd1,26,8251.0
screen,S3,ABBA,sfd1,27,8255.0
screen,S3,ABBA,sfd1,28,8268.0
screen,S3,ABBA,sfd1,29,8289.0
screen,S3,ABBA,sfd1,30,8288.0
