row_type,ordinal,family,pipeline,kind,grid_threads,threads_per_tg,threadgroups,simdgroups_per_tg,tg_launches,tg_per_core_C20,tg_per_core_C40,waves_dispatch_C20,waves_dispatch_C40,waves_resident_C40_R96simd,waves_resident_C40_Rcap24,residency_tg_per_core_simd_model,residency_tg_per_core_cap24_model,occupancy_class_C40,pr196_us_C40,calls_per_step,rule65_add_us_per_step,ordinal_list
ordinal,335,shared_nvfp4_swiglu_qmv_rows1_halved_bf16_v1_bfloat16_t_uint32_t_uint8_t_bfloat16_t,custom_kernel_laguna_shared_nvfp4_swiglu_qmv_rows1_halved_bf16_v1_bfloat16_t_uint32_t_uint8_t_bfloat16_t,threads,16384,64,256,2,256,12.8,6.4,13,7,1,1,48,24,SATURATING,53.517,,,
ordinal,336,prefill_router_tournament_ordinal_norm_active64_v2_bfloat16_t_float_uint32_t_float,custom_kernel_laguna_prefill_router_tournament_ordinal_norm_active64_v2_bfloat16_t_float_uint32_t_float,threads,256,256,1,8,1,0.05,0.025,1,1,1,1,12,12,SINGLE_TG,9.069,,,
ordinal,337,routed_nvfp4_swiglu_qmv_packed_top8keys_r1_bf16_v2_bfloat16_t_uint32_t_uint8_t_uint32_t_bfloat16_t,custom_kernel_laguna_routed_nvfp4_swiglu_qmv_packed_top8keys_r1_bf16_v2_bfloat16_t_uint32_t_uint8_t_uint32_t_bfloat16_t,threads,131072,64,2048,2,2048,102.4,51.2,103,52,2,3,48,24,SATURATING,386.877,,,
ordinal,338,routed_shared_nvfp4_down_residual_bf16_sh_stage4_v6_bfloat16_t_uint32_t_uint8_t_uint32_t_float_bfloat16_t_uint32_t_uint8_t_bfloat16_t_bfloat16_t,custom_kernel_laguna_routed_shared_nvfp4_down_residual_bf16_sh_stage4_v6_bfloat16_t_uint32_t_uint8_t_uint32_t_float_bfloat16_t_uint32_t_uint8_t_bfloat16_t_bfloat16_t,threads,147456,288,512,9,512,25.6,12.8,26,13,2,2,10,10,SATURATING,97.965,,,
ordinal,339,rmsbfloat16,rmsbfloat16,threads,512,512,1,16,1,0.05,0.025,1,1,1,1,6,6,SINGLE_TG,9.069,,,
ordinal,340,nvfp4_qkv_h64_r1_v1_lm1_pw1_se1_sd1_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,custom_kernel_laguna_decode_nvfp4_qkv_h64_r1_v1_lm1_pw1_se1_sd1_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,threads,327680,64,5120,2,5120,256.0,128.0,256,128,3,6,48,24,SATURATING,949.885,,,
ordinal,341,sliding_fused_attn_ring_v1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_uint32_tc_floatc_bfloat16_t,custom_kernel_laguna_sliding_fused_attn_ring_v1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_uint32_tc_floatc_bfloat16_t,threads,32768,1024,32,32,32,1.6,0.8,2,1,1,1,3,3,SUB_C_UNDERFILL,9.069,,,
ordinal,342,gate_sp_h64_v1_bfloat16_t_uint32_t_bfloat16_t_bfloat16_t_bfloat16_t,custom_kernel_laguna_gate_sp_h64_v1_bfloat16_t_uint32_t_bfloat16_t_bfloat16_t_bfloat16_t,threads,512,64,8,2,8,0.4,0.2,1,1,1,1,48,24,SUB_C_UNDERFILL,9.069,,,
ordinal,343,oproj_act_h64_v1_lm1_pw1_sc1_se1_bfloat16_t_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,custom_kernel_laguna_oproj_act_h64_v1_lm1_pw1_sc1_se1_bfloat16_t_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,threads,16384,64,256,2,256,12.8,6.4,13,7,1,1,48,24,SATURATING,53.517,,,
ordinal,344,residual_rms_router_bf16_2048_rpg8_keys_v1_pf1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_bfloat16_t_uint32_t,custom_kernel_laguna_residual_rms_router_bf16_2048_rpg8_keys_v1_pf1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_bfloat16_t_uint32_t,threads,16384,512,32,16,32,1.6,0.8,2,1,1,1,6,6,SUB_C_UNDERFILL,9.069,,,
ordinal,345,shared_nvfp4_swiglu_qmv_rows1_halved_bf16_v1_bfloat16_t_uint32_t_uint8_t_bfloat16_t,custom_kernel_laguna_shared_nvfp4_swiglu_qmv_rows1_halved_bf16_v1_bfloat16_t_uint32_t_uint8_t_bfloat16_t,threads,16384,64,256,2,256,12.8,6.4,13,7,1,1,48,24,SATURATING,53.517,,,
ordinal,346,prefill_router_tournament_ordinal_norm_active64_v2_bfloat16_t_float_uint32_t_float,custom_kernel_laguna_prefill_router_tournament_ordinal_norm_active64_v2_bfloat16_t_float_uint32_t_float,threads,256,256,1,8,1,0.05,0.025,1,1,1,1,12,12,SINGLE_TG,9.069,,,
ordinal,347,routed_nvfp4_swiglu_qmv_packed_top8keys_r1_bf16_v2_bfloat16_t_uint32_t_uint8_t_uint32_t_bfloat16_t,custom_kernel_laguna_routed_nvfp4_swiglu_qmv_packed_top8keys_r1_bf16_v2_bfloat16_t_uint32_t_uint8_t_uint32_t_bfloat16_t,threads,131072,64,2048,2,2048,102.4,51.2,103,52,2,3,48,24,SATURATING,386.877,,,
ordinal,348,routed_shared_nvfp4_down_residual_bf16_sh_stage4_v6_bfloat16_t_uint32_t_uint8_t_uint32_t_float_bfloat16_t_uint32_t_uint8_t_bfloat16_t_bfloat16_t,custom_kernel_laguna_routed_shared_nvfp4_down_residual_bf16_sh_stage4_v6_bfloat16_t_uint32_t_uint8_t_uint32_t_float_bfloat16_t_uint32_t_uint8_t_bfloat16_t_bfloat16_t,threads,147456,288,512,9,512,25.6,12.8,26,13,2,2,10,10,SATURATING,97.965,,,
ordinal,349,rmsbfloat16,rmsbfloat16,threads,512,512,1,16,1,0.05,0.025,1,1,1,1,6,6,SINGLE_TG,9.069,,,
ordinal,350,nvfp4_qkv_h64_r1_v1_lm1_pw1_se1_sd1_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,custom_kernel_laguna_decode_nvfp4_qkv_h64_r1_v1_lm1_pw1_se1_sd1_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,threads,327680,64,5120,2,5120,256.0,128.0,256,128,3,6,48,24,SATURATING,949.885,,,
ordinal,351,sliding_fused_attn_ring_v1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_uint32_tc_floatc_bfloat16_t,custom_kernel_laguna_sliding_fused_attn_ring_v1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_uint32_tc_floatc_bfloat16_t,threads,32768,1024,32,32,32,1.6,0.8,2,1,1,1,3,3,SUB_C_UNDERFILL,9.069,,,
ordinal,352,gate_sp_h64_v1_bfloat16_t_uint32_t_bfloat16_t_bfloat16_t_bfloat16_t,custom_kernel_laguna_gate_sp_h64_v1_bfloat16_t_uint32_t_bfloat16_t_bfloat16_t_bfloat16_t,threads,512,64,8,2,8,0.4,0.2,1,1,1,1,48,24,SUB_C_UNDERFILL,9.069,,,
ordinal,353,oproj_act_h64_v1_lm1_pw1_sc1_se1_bfloat16_t_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,custom_kernel_laguna_oproj_act_h64_v1_lm1_pw1_sc1_se1_bfloat16_t_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,threads,16384,64,256,2,256,12.8,6.4,13,7,1,1,48,24,SATURATING,53.517,,,
ordinal,354,residual_rms_router_bf16_2048_rpg8_keys_v1_pf1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_bfloat16_t_uint32_t,custom_kernel_laguna_residual_rms_router_bf16_2048_rpg8_keys_v1_pf1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_bfloat16_t_uint32_t,threads,16384,512,32,16,32,1.6,0.8,2,1,1,1,6,6,SUB_C_UNDERFILL,9.069,,,
ordinal,355,shared_nvfp4_swiglu_qmv_rows1_halved_bf16_v1_bfloat16_t_uint32_t_uint8_t_bfloat16_t,custom_kernel_laguna_shared_nvfp4_swiglu_qmv_rows1_halved_bf16_v1_bfloat16_t_uint32_t_uint8_t_bfloat16_t,threads,16384,64,256,2,256,12.8,6.4,13,7,1,1,48,24,SATURATING,53.517,,,
ordinal,356,prefill_router_tournament_ordinal_norm_active64_v2_bfloat16_t_float_uint32_t_float,custom_kernel_laguna_prefill_router_tournament_ordinal_norm_active64_v2_bfloat16_t_float_uint32_t_float,threads,256,256,1,8,1,0.05,0.025,1,1,1,1,12,12,SINGLE_TG,9.069,,,
ordinal,357,routed_nvfp4_swiglu_qmv_packed_top8keys_r1_bf16_v2_bfloat16_t_uint32_t_uint8_t_uint32_t_bfloat16_t,custom_kernel_laguna_routed_nvfp4_swiglu_qmv_packed_top8keys_r1_bf16_v2_bfloat16_t_uint32_t_uint8_t_uint32_t_bfloat16_t,threads,131072,64,2048,2,2048,102.4,51.2,103,52,2,3,48,24,SATURATING,386.877,,,
ordinal,358,routed_shared_nvfp4_down_residual_bf16_sh_stage4_v6_bfloat16_t_uint32_t_uint8_t_uint32_t_float_bfloat16_t_uint32_t_uint8_t_bfloat16_t_bfloat16_t,custom_kernel_laguna_routed_shared_nvfp4_down_residual_bf16_sh_stage4_v6_bfloat16_t_uint32_t_uint8_t_uint32_t_float_bfloat16_t_uint32_t_uint8_t_bfloat16_t_bfloat16_t,threads,147456,288,512,9,512,25.6,12.8,26,13,2,2,10,10,SATURATING,97.965,,,
ordinal,359,rmsbfloat16,rmsbfloat16,threads,512,512,1,16,1,0.05,0.025,1,1,1,1,6,6,SINGLE_TG,9.069,,,
ordinal,360,nvfp4_qkv_h48_r1_v1_lm1_pw1_se1_sd1_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,custom_kernel_laguna_decode_nvfp4_qkv_h48_r1_v1_lm1_pw1_se1_sd1_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,threads,262144,64,4096,2,4096,204.8,102.4,205,103,3,5,48,24,SATURATING,764.685,,,
ordinal,361,full_fused_attn_grow_v1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_uint32_tc_floatc_bfloat16_t,custom_kernel_laguna_full_fused_attn_grow_v1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_uint32_tc_floatc_bfloat16_t,threads,24576,1024,24,32,24,1.2,0.6,2,1,1,1,3,3,SUB_C_UNDERFILL,9.069,,,
ordinal,362,gate_sp_h48_v1_bfloat16_t_uint32_t_bfloat16_t_bfloat16_t_bfloat16_t,custom_kernel_laguna_gate_sp_h48_v1_bfloat16_t_uint32_t_bfloat16_t_bfloat16_t_bfloat16_t,threads,384,64,6,2,6,0.3,0.15,1,1,1,1,48,24,SUB_C_UNDERFILL,9.069,,,
ordinal,363,oproj_act_h48_v1_lm1_pw1_sc1_se1_bfloat16_t_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,custom_kernel_laguna_oproj_act_h48_v1_lm1_pw1_sc1_se1_bfloat16_t_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,threads,16384,64,256,2,256,12.8,6.4,13,7,1,1,48,24,SATURATING,53.517,,,
ordinal,364,residual_rms_router_bf16_2048_rpg8_keys_v1_pf1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_bfloat16_t_uint32_t,custom_kernel_laguna_residual_rms_router_bf16_2048_rpg8_keys_v1_pf1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_bfloat16_t_uint32_t,threads,16384,512,32,16,32,1.6,0.8,2,1,1,1,6,6,SUB_C_UNDERFILL,9.069,,,
ordinal,365,shared_nvfp4_swiglu_qmv_rows1_halved_bf16_v1_bfloat16_t_uint32_t_uint8_t_bfloat16_t,custom_kernel_laguna_shared_nvfp4_swiglu_qmv_rows1_halved_bf16_v1_bfloat16_t_uint32_t_uint8_t_bfloat16_t,threads,16384,64,256,2,256,12.8,6.4,13,7,1,1,48,24,SATURATING,53.517,,,
ordinal,366,prefill_router_tournament_ordinal_norm_active64_v2_bfloat16_t_float_uint32_t_float,custom_kernel_laguna_prefill_router_tournament_ordinal_norm_active64_v2_bfloat16_t_float_uint32_t_float,threads,256,256,1,8,1,0.05,0.025,1,1,1,1,12,12,SINGLE_TG,9.069,,,
ordinal,367,routed_nvfp4_swiglu_qmv_packed_top8keys_r1_bf16_v2_bfloat16_t_uint32_t_uint8_t_uint32_t_bfloat16_t,custom_kernel_laguna_routed_nvfp4_swiglu_qmv_packed_top8keys_r1_bf16_v2_bfloat16_t_uint32_t_uint8_t_uint32_t_bfloat16_t,threads,131072,64,2048,2,2048,102.4,51.2,103,52,2,3,48,24,SATURATING,386.877,,,
ordinal,368,routed_shared_nvfp4_down_residual_bf16_sh_stage4_v6_bfloat16_t_uint32_t_uint8_t_uint32_t_float_bfloat16_t_uint32_t_uint8_t_bfloat16_t_bfloat16_t,custom_kernel_laguna_routed_shared_nvfp4_down_residual_bf16_sh_stage4_v6_bfloat16_t_uint32_t_uint8_t_uint32_t_float_bfloat16_t_uint32_t_uint8_t_bfloat16_t_bfloat16_t,threads,147456,288,512,9,512,25.6,12.8,26,13,2,2,10,10,SATURATING,97.965,,,
ordinal,369,rmsbfloat16,rmsbfloat16,threads,512,512,1,16,1,0.05,0.025,1,1,1,1,6,6,SINGLE_TG,9.069,,,
ordinal,370,nvfp4_qkv_h64_r1_v1_lm1_pw1_se1_sd1_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,custom_kernel_laguna_decode_nvfp4_qkv_h64_r1_v1_lm1_pw1_se1_sd1_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,threads,327680,64,5120,2,5120,256.0,128.0,256,128,3,6,48,24,SATURATING,949.885,,,
ordinal,371,sliding_fused_attn_ring_v1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_uint32_tc_floatc_bfloat16_t,custom_kernel_laguna_sliding_fused_attn_ring_v1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_uint32_tc_floatc_bfloat16_t,threads,32768,1024,32,32,32,1.6,0.8,2,1,1,1,3,3,SUB_C_UNDERFILL,9.069,,,
ordinal,372,gate_sp_h64_v1_bfloat16_t_uint32_t_bfloat16_t_bfloat16_t_bfloat16_t,custom_kernel_laguna_gate_sp_h64_v1_bfloat16_t_uint32_t_bfloat16_t_bfloat16_t_bfloat16_t,threads,512,64,8,2,8,0.4,0.2,1,1,1,1,48,24,SUB_C_UNDERFILL,9.069,,,
ordinal,373,oproj_act_h64_v1_lm1_pw1_sc1_se1_bfloat16_t_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,custom_kernel_laguna_oproj_act_h64_v1_lm1_pw1_sc1_se1_bfloat16_t_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,threads,16384,64,256,2,256,12.8,6.4,13,7,1,1,48,24,SATURATING,53.517,,,
ordinal,374,residual_rms_router_bf16_2048_rpg8_keys_v1_pf1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_bfloat16_t_uint32_t,custom_kernel_laguna_residual_rms_router_bf16_2048_rpg8_keys_v1_pf1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_bfloat16_t_uint32_t,threads,16384,512,32,16,32,1.6,0.8,2,1,1,1,6,6,SUB_C_UNDERFILL,9.069,,,
ordinal,375,shared_nvfp4_swiglu_qmv_rows1_halved_bf16_v1_bfloat16_t_uint32_t_uint8_t_bfloat16_t,custom_kernel_laguna_shared_nvfp4_swiglu_qmv_rows1_halved_bf16_v1_bfloat16_t_uint32_t_uint8_t_bfloat16_t,threads,16384,64,256,2,256,12.8,6.4,13,7,1,1,48,24,SATURATING,53.517,,,
ordinal,376,prefill_router_tournament_ordinal_norm_active64_v2_bfloat16_t_float_uint32_t_float,custom_kernel_laguna_prefill_router_tournament_ordinal_norm_active64_v2_bfloat16_t_float_uint32_t_float,threads,256,256,1,8,1,0.05,0.025,1,1,1,1,12,12,SINGLE_TG,9.069,,,
ordinal,377,routed_nvfp4_swiglu_qmv_packed_top8keys_r1_bf16_v2_bfloat16_t_uint32_t_uint8_t_uint32_t_bfloat16_t,custom_kernel_laguna_routed_nvfp4_swiglu_qmv_packed_top8keys_r1_bf16_v2_bfloat16_t_uint32_t_uint8_t_uint32_t_bfloat16_t,threads,131072,64,2048,2,2048,102.4,51.2,103,52,2,3,48,24,SATURATING,386.877,,,
ordinal,378,routed_shared_nvfp4_down_residual_bf16_sh_stage4_v6_bfloat16_t_uint32_t_uint8_t_uint32_t_float_bfloat16_t_uint32_t_uint8_t_bfloat16_t_bfloat16_t,custom_kernel_laguna_routed_shared_nvfp4_down_residual_bf16_sh_stage4_v6_bfloat16_t_uint32_t_uint8_t_uint32_t_float_bfloat16_t_uint32_t_uint8_t_bfloat16_t_bfloat16_t,threads,147456,288,512,9,512,25.6,12.8,26,13,2,2,10,10,SATURATING,97.965,,,
ordinal,379,rmsbfloat16,rmsbfloat16,threads,512,512,1,16,1,0.05,0.025,1,1,1,1,6,6,SINGLE_TG,9.069,,,
ordinal,380,nvfp4_qkv_h64_r1_v1_lm1_pw1_se1_sd1_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,custom_kernel_laguna_decode_nvfp4_qkv_h64_r1_v1_lm1_pw1_se1_sd1_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,threads,327680,64,5120,2,5120,256.0,128.0,256,128,3,6,48,24,SATURATING,949.885,,,
ordinal,381,sliding_fused_attn_ring_v1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_uint32_tc_floatc_bfloat16_t,custom_kernel_laguna_sliding_fused_attn_ring_v1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_uint32_tc_floatc_bfloat16_t,threads,32768,1024,32,32,32,1.6,0.8,2,1,1,1,3,3,SUB_C_UNDERFILL,9.069,,,
ordinal,382,gate_sp_h64_v1_bfloat16_t_uint32_t_bfloat16_t_bfloat16_t_bfloat16_t,custom_kernel_laguna_gate_sp_h64_v1_bfloat16_t_uint32_t_bfloat16_t_bfloat16_t_bfloat16_t,threads,512,64,8,2,8,0.4,0.2,1,1,1,1,48,24,SUB_C_UNDERFILL,9.069,,,
ordinal,383,oproj_act_h64_v1_lm1_pw1_sc1_se1_bfloat16_t_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,custom_kernel_laguna_oproj_act_h64_v1_lm1_pw1_sc1_se1_bfloat16_t_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,threads,16384,64,256,2,256,12.8,6.4,13,7,1,1,48,24,SATURATING,53.517,,,
ordinal,384,residual_rms_router_bf16_2048_rpg8_keys_v1_pf1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_bfloat16_t_uint32_t,custom_kernel_laguna_residual_rms_router_bf16_2048_rpg8_keys_v1_pf1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_bfloat16_t_uint32_t,threads,16384,512,32,16,32,1.6,0.8,2,1,1,1,6,6,SUB_C_UNDERFILL,9.069,,,
ordinal,385,shared_nvfp4_swiglu_qmv_rows1_halved_bf16_v1_bfloat16_t_uint32_t_uint8_t_bfloat16_t,custom_kernel_laguna_shared_nvfp4_swiglu_qmv_rows1_halved_bf16_v1_bfloat16_t_uint32_t_uint8_t_bfloat16_t,threads,16384,64,256,2,256,12.8,6.4,13,7,1,1,48,24,SATURATING,53.517,,,
ordinal,386,prefill_router_tournament_ordinal_norm_active64_v2_bfloat16_t_float_uint32_t_float,custom_kernel_laguna_prefill_router_tournament_ordinal_norm_active64_v2_bfloat16_t_float_uint32_t_float,threads,256,256,1,8,1,0.05,0.025,1,1,1,1,12,12,SINGLE_TG,9.069,,,
ordinal,387,routed_nvfp4_swiglu_qmv_packed_top8keys_r1_bf16_v2_bfloat16_t_uint32_t_uint8_t_uint32_t_bfloat16_t,custom_kernel_laguna_routed_nvfp4_swiglu_qmv_packed_top8keys_r1_bf16_v2_bfloat16_t_uint32_t_uint8_t_uint32_t_bfloat16_t,threads,131072,64,2048,2,2048,102.4,51.2,103,52,2,3,48,24,SATURATING,386.877,,,
ordinal,388,routed_shared_nvfp4_down_residual_bf16_sh_stage4_v6_bfloat16_t_uint32_t_uint8_t_uint32_t_float_bfloat16_t_uint32_t_uint8_t_bfloat16_t_bfloat16_t,custom_kernel_laguna_routed_shared_nvfp4_down_residual_bf16_sh_stage4_v6_bfloat16_t_uint32_t_uint8_t_uint32_t_float_bfloat16_t_uint32_t_uint8_t_bfloat16_t_bfloat16_t,threads,147456,288,512,9,512,25.6,12.8,26,13,2,2,10,10,SATURATING,97.965,,,
ordinal,389,rmsbfloat16,rmsbfloat16,threads,512,512,1,16,1,0.05,0.025,1,1,1,1,6,6,SINGLE_TG,9.069,,,
ordinal,390,nvfp4_qkv_h64_r1_v1_lm1_pw1_se1_sd1_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,custom_kernel_laguna_decode_nvfp4_qkv_h64_r1_v1_lm1_pw1_se1_sd1_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,threads,327680,64,5120,2,5120,256.0,128.0,256,128,3,6,48,24,SATURATING,949.885,,,
ordinal,391,sliding_fused_attn_ring_v1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_uint32_tc_floatc_bfloat16_t,custom_kernel_laguna_sliding_fused_attn_ring_v1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_uint32_tc_floatc_bfloat16_t,threads,32768,1024,32,32,32,1.6,0.8,2,1,1,1,3,3,SUB_C_UNDERFILL,9.069,,,
ordinal,392,gate_sp_h64_v1_bfloat16_t_uint32_t_bfloat16_t_bfloat16_t_bfloat16_t,custom_kernel_laguna_gate_sp_h64_v1_bfloat16_t_uint32_t_bfloat16_t_bfloat16_t_bfloat16_t,threads,512,64,8,2,8,0.4,0.2,1,1,1,1,48,24,SUB_C_UNDERFILL,9.069,,,
ordinal,393,oproj_act_h64_v1_lm1_pw1_sc1_se1_bfloat16_t_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,custom_kernel_laguna_oproj_act_h64_v1_lm1_pw1_sc1_se1_bfloat16_t_bfloat16_t_uint32_t_uint8_t_uint8_t_uint8_t_bfloat16_t,threads,16384,64,256,2,256,12.8,6.4,13,7,1,1,48,24,SATURATING,53.517,,,
ordinal,394,residual_rms_router_bf16_2048_rpg8_keys_v1_pf1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_bfloat16_t_uint32_t,custom_kernel_laguna_residual_rms_router_bf16_2048_rpg8_keys_v1_pf1_bfloat16_t_bfloat16_t_bfloat16_t_bfloat16_t_float_bfloat16_t_bfloat16_t_bfloat16_t_uint32_t,threads,16384,512,32,16,32,1.6,0.8,2,1,1,1,6,6,SUB_C_UNDERFILL,9.069,,,
ordinal,395,shared_nvfp4_swiglu_qmv_rows1_halved_bf16_v1_bfloat16_t_uint32_t_uint8_t_bfloat16_t,custom_kernel_laguna_shared_nvfp4_swiglu_qmv_rows1_halved_bf16_v1_bfloat16_t_uint32_t_uint8_t_bfloat16_t,threads,16384,64,256,2,256,12.8,6.4,13,7,1,1,48,24,SATURATING,53.517,,,
ordinal,396,prefill_router_tournament_ordinal_norm_active64_v2_bfloat16_t_float_uint32_t_float,custom_kernel_laguna_prefill_router_tournament_ordinal_norm_active64_v2_bfloat16_t_float_uint32_t_float,threads,256,256,1,8,1,0.05,0.025,1,1,1,1,12,12,SINGLE_TG,9.069,,,
ordinal,397,routed_nvfp4_swiglu_qmv_packed_top8keys_r1_bf16_v2_bfloat16_t_uint32_t_uint8_t_uint32_t_bfloat16_t,custom_kernel_laguna_routed_nvfp4_swiglu_qmv_packed_top8keys_r1_bf16_v2_bfloat16_t_uint32_t_uint8_t_uint32_t_bfloat16_t,threads,131072,64,2048,2,2048,102.4,51.2,103,52,2,3,48,24,SATURATING,386.877,,,
ordinal,398,routed_shared_nvfp4_down_residual_bf16_sh_stage4_v6_bfloat16_t_uint32_t_uint8_t_uint32_t_float_bfloat16_t_uint32_t_uint8_t_bfloat16_t_bfloat16_t,custom_kernel_laguna_routed_shared_nvfp4_down_residual_bf16_sh_stage4_v6_bfloat16_t_uint32_t_uint8_t_uint32_t_float_bfloat16_t_uint32_t_uint8_t_bfloat16_t_bfloat16_t,threads,147456,288,512,9,512,25.6,12.8,26,13,2,2,10,10,SATURATING,97.965,,,
ordinal,399,rmsbfloat16,rmsbfloat16,threads,512,512,1,16,1,0.05,0.025,1,1,1,1,6,6,SINGLE_TG,9.069,,,
ordinal,400,lmhead_int5_base_coarse_delta_bf16_v1_bfloat16_t_uint8_t_uint8_t_float_bfloat16_t,custom_kernel_laguna_lmhead_int5_base_coarse_delta_bf16_v1_bfloat16_t_uint8_t_uint8_t_float_bfloat16_t,threads,3211264,512,6272,16,6272,313.6,156.8,314,157,27,27,6,6,SATURATING,1164.717,,,
ordinal,401,lmhead_coarse_argmax_stage1_v5_float_float_uint32_t,custom_kernel_laguna_lmhead_coarse_argmax_stage1_v5_float_float_uint32_t,threads,28672,224,128,7,128,6.4,3.2,7,4,1,1,13,13,NEAR_C,31.293,,,
ordinal,402,lmhead_exact_winner_bf16_midpoint_threshold_v1_float_uint32_t_bfloat16_t_bfloat16_t_float,custom_kernel_laguna_lmhead_exact_winner_bf16_midpoint_threshold_v1_float_uint32_t_bfloat16_t_bfloat16_t_float,threads,32,32,1,1,1,0.05,0.025,1,1,1,1,96,24,SINGLE_TG,9.069,,,
ordinal,403,lmhead_exact_fused_int5_sparse_refine_v1_float_bfloat16_t_floatc_bfloat16_t_bfloat16_t_uint8_t_uint8_t_bfloat16_t,custom_kernel_laguna_lmhead_exact_fused_int5_sparse_refine_v1_float_bfloat16_t_floatc_bfloat16_t_bfloat16_t_uint8_t_uint8_t_bfloat16_t,threads,802816,256,3136,8,3136,156.8,78.4,157,79,7,7,12,12,SATURATING,586.893,,,
ordinal,404,gather_frontbfloat16_int32_int_2,gather_frontbfloat16_int32_int_2,threads,50176,1024,49,32,49,2.45,1.225,3,2,1,1,3,3,NEAR_C,16.477,,,
ordinal,405,argmax_bfloat16,argmax_bfloat16,threads,1024,1024,1,32,1,0.05,0.025,1,1,1,1,3,3,SINGLE_TG,9.069,,,
